true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,correct
6.0,6,-4.1267986,-0.8449167,-2.647016,-3.1739118,0.7686545,0.5270159,8.4300585,-0.3368835,-1.9163699,-1.8375068,5.0656824,1
6.0,6,-4.126799,-0.8449165,-2.647016,-3.1739118,0.76865363,0.5270163,8.4300585,-0.33688286,-1.9163702,-1.8375071,5.0656824,1
6.0,6,-4.1267986,-0.84491765,-2.6470149,-3.173911,0.7686542,0.527016,8.43006,-0.33688357,-1.9163703,-1.8375069,5.0656815,1
6.0,6,-4.126799,-0.8449165,-2.6470163,-3.173912,0.76865315,0.5270171,8.4300585,-0.3368829,-1.9163696,-1.8375072,5.0656834,1
6.0,6,-4.126798,-0.844915,-2.6470184,-3.1739135,0.76865274,0.52701664,8.430057,-0.33688304,-1.9163692,-1.8375071,5.0656853,1
10.0,0,6.8390446,4.031017,-5.5255256,-2.2280457,-2.5368278,-0.29425347,-2.978754,-3.7290916,-2.4548671,3.8542054,1.2278198,0
10.0,0,6.839044,4.0310163,-5.5255246,-2.2280455,-2.5368273,-0.2942525,-2.9787536,-3.729092,-2.4548676,3.8542063,1.2278186,0
10.0,0,6.839044,4.031017,-5.525525,-2.2280455,-2.5368273,-0.29425246,-2.978754,-3.7290914,-2.4548674,3.8542058,1.2278186,0
10.0,0,6.839044,4.0310173,-5.5255256,-2.2280445,-2.536827,-0.2942506,-2.9787548,-3.7290914,-2.4548676,3.8542058,1.2278162,0
10.0,0,6.8390446,4.031017,-5.5255256,-2.228045,-2.5368268,-0.29425144,-2.978754,-3.7290914,-2.4548671,3.8542058,1.2278174,0
10.0,0,6.8390436,4.0310173,-5.525525,-2.2280452,-2.5368273,-0.29425192,-2.9787543,-3.7290914,-2.4548676,3.8542063,1.2278178,0
2.0,2,-6.183577,-0.5060063,6.4388113,0.50362325,-4.9354186,6.2435193,-1.062219,1.8834944,-1.3850152,-2.7272418,-0.93707585,1
2.0,2,-6.183577,-0.50600666,6.4388113,0.503625,-4.9354186,6.243519,-1.0622193,1.8834939,-1.3850156,-2.7272422,-0.93707657,1
2.0,2,-6.1835785,-0.506007,6.4388123,0.5036229,-4.935418,6.243519,-1.0622181,1.8834934,-1.3850152,-2.7272408,-0.9370756,1
2.0,2,-6.183578,-0.50600547,6.438811,0.50362295,-4.9354196,6.2435193,-1.0622189,1.8834937,-1.385014,-2.727242,-0.9370761,1
2.0,2,-6.183578,-0.5060085,6.4388127,0.5036245,-4.9354177,6.2435174,-1.0622178,1.8834939,-1.3850162,-2.7272406,-0.93707573,1
2.0,2,-6.183579,-0.5060061,6.438812,0.503624,-4.9354186,6.2435184,-1.0622184,1.8834924,-1.3850138,-2.7272418,-0.93707514,1
7.0,7,-2.1024344,-2.390963,-1.8751317,2.1750436,-2.1678052,0.037323184,0.46429655,8.678112,-2.6029866,-0.18060048,-1.5408057,1
7.0,7,-2.102434,-2.3909628,-1.8751321,2.175044,-2.1678057,0.037323087,0.46429634,8.678112,-2.6029863,-0.18059994,-1.5408064,1
7.0,7,-2.1024342,-2.3909628,-1.8751314,2.1750445,-2.167806,0.037323564,0.4642965,8.678112,-2.6029859,-0.18060024,-1.5408065,1
7.0,7,-2.1024344,-2.3909626,-1.8751316,2.175044,-2.1678061,0.037323363,0.4642961,8.678112,-2.602986,-0.18060012,-1.5408064,1
7.0,7,-2.1024349,-2.3909628,-1.8751318,2.175044,-2.1678047,0.037323408,0.4642966,8.678112,-2.6029866,-0.18060024,-1.5408062,1
7.0,7,-2.102434,-2.3909626,-1.8751321,2.1750438,-2.1678064,0.037323326,0.46429616,8.678112,-2.6029859,-0.18060012,-1.5408064,1
0.0,8,-0.9513823,-2.2715435,-1.1218328,0.08866445,0.7817574,0.24424501,-0.7819304,-0.27257225,6.584463,-3.4764407,1.2670358,0
0.0,8,-0.280022,-2.17774,-1.130122,0.05927492,1.0859022,0.39405853,-1.6717082,-0.2532162,6.1742873,-3.3905237,1.1084967,0
0.0,8,-0.81957185,-2.101686,-1.1918455,-0.14931491,0.90000623,0.37074697,-1.3231745,-0.111705676,6.4544625,-3.4729388,1.3752586,0
0.0,8,-0.6659074,-2.0942793,-1.1649559,-0.1257832,0.988536,0.35599762,-1.456279,-0.15774621,6.369083,-3.4466043,1.3058083,0
0.0,8,-0.73345995,-2.1642692,-1.156534,-0.06244891,0.9521222,0.3698594,-1.3265603,-0.15856825,6.3849297,-3.4569776,1.3090117,0
0.0,8,-0.9690707,-2.2681737,-1.1368499,0.07398475,0.7584981,0.2642939,-0.78261036,-0.24029136,6.57747,-3.4819188,1.292337,0
3.0,3,0.65564084,-0.6541078,-2.1090224,8.60303,-1.7089144,4.7330956,-1.8873494,0.690305,-2.3971941,-2.695905,-4.3742228,1
3.0,3,0.65564096,-0.65410894,-2.1090221,8.603029,-1.7089139,4.7330956,-1.8873513,0.6903065,-2.3971927,-2.6959045,-4.3742223,1
3.0,3,0.6556419,-0.6541089,-2.109023,8.603029,-1.7089137,4.7330956,-1.88735,0.6903055,-2.3971937,-2.695905,-4.3742228,1
3.0,3,0.65563977,-0.65410835,-2.1090207,8.603029,-1.7089142,4.733095,-1.887351,0.6903062,-2.3971932,-2.6959047,-4.3742237,1
3.0,3,0.6556413,-0.65410805,-2.1090229,8.603029,-1.7089142,4.7330956,-1.8873498,0.6903051,-2.3971937,-2.695905,-4.3742223,1
3.0,3,0.6556413,-0.65410876,-2.1090226,8.603029,-1.7089137,4.7330966,-1.8873507,0.69030577,-2.3971932,-2.695905,-4.3742228,1
7.0,4,0.44637433,-3.9423938,0.755754,1.8287654,6.3659167,-1.8245735,-0.14103574,2.2025,1.3330841,-3.1919549,-0.6494418,0
7.0,4,0.43013558,-3.9353704,0.7479719,1.7811677,6.275876,-1.8468442,-0.21577689,2.3490236,1.311879,-3.187043,-0.5668808,0
7.0,4,0.4000432,-3.9193363,0.66498643,1.7378519,6.1188483,-1.9818606,-0.35279062,2.7907724,1.0606868,-3.1305916,-0.35220954,0
7.0,4,0.4142259,-3.9402466,0.7022501,1.7922676,6.236466,-1.9069217,-0.24317625,2.5511143,1.1692729,-3.1670468,-0.49556115,0
7.0,4,0.39680675,-3.9188297,0.7574153,1.7021993,6.1667547,-1.8477998,-0.30543235,2.4622407,1.3679428,-3.1983252,-0.48238716,0
7.0,4,0.43700436,-3.9372678,0.77089244,1.8037357,6.351335,-1.8032006,-0.15046307,2.18624,1.3818282,-3.2020342,-0.6522428,0
0.0,10,5.765438,1.6608677,-3.8137705,-3.1233776,-2.181115,-4.284682,-2.4219646,-2.3609092,-1.2318501,1.8861414,6.5190353,0
0.0,10,5.7654376,1.6608675,-3.8137689,-3.123378,-2.1811142,-4.284683,-2.4219651,-2.360909,-1.23185,1.88614,6.5190363,0
0.0,10,5.765435,1.6608701,-3.8137696,-3.1233788,-2.1811154,-4.284681,-2.4219651,-2.3609087,-1.2318519,1.8861414,6.5190372,0
0.0,10,5.7654366,1.6608692,-3.8137708,-3.1233783,-2.1811154,-4.2846813,-2.4219651,-2.3609087,-1.231851,1.8861412,6.5190363,0
0.0,10,5.7654366,1.6608686,-3.8137696,-3.1233785,-2.181115,-4.2846823,-2.4219651,-2.3609087,-1.231851,1.88614,6.519037,0
0.0,10,5.7654376,1.6608677,-3.8137684,-3.1233783,-2.1811135,-4.2846828,-2.4219646,-2.3609087,-1.2318504,1.8861392,6.5190363,0
4.0,3,0.396229,2.4884045,-4.470563,6.782489,-1.4816328,2.9442327,-0.762608,-2.688937,-0.5311953,-2.910713,-2.622105,0
4.0,3,0.34414908,2.3602195,-4.398828,6.773973,-1.5192984,3.2655723,-0.77682173,-2.6421983,-0.7074237,-2.937168,-2.5955944,0
4.0,3,0.39960068,2.3890254,-4.374213,6.800601,-1.4023992,3.1400363,-0.7793012,-2.680453,-0.76201165,-2.9497807,-2.6037242,0
4.0,3,0.37551686,2.382451,-4.398022,6.768159,-1.475849,3.2251966,-0.7804139,-2.66836,-0.72010994,-2.9489248,-2.5935585,0
4.0,3,0.4729859,2.605913,-4.4743037,6.7362814,-1.3718063,2.786882,-0.7708325,-2.7752006,-0.5218523,-2.953048,-2.6124055,0
4.0,3,0.5912014,2.712783,-4.5197415,6.6784716,-1.2937121,2.6574028,-0.79172415,-2.8402476,-0.52308464,-2.9592197,-2.6125271,0
3.0,3,-2.6461709,-3.7761912,4.039189,6.102645,-2.4094837,0.18407781,-1.7800784,5.6117463,-4.603674,0.3860017,-2.1920083,1
3.0,3,-2.6461709,-3.776191,4.0391874,6.1026435,-2.4094844,0.18407859,-1.7800784,5.6117477,-4.603674,0.38600177,-2.1920078,1
3.0,3,-2.6461709,-3.7761905,4.039187,6.102644,-2.4094844,0.18407856,-1.7800785,5.6117473,-4.603674,0.38600194,-2.1920075,1
3.0,3,-2.6461709,-3.7761912,4.039188,6.1026444,-2.4094837,0.18407793,-1.7800785,5.611747,-4.603674,0.38600153,-2.1920083,1
3.0,3,-2.6461709,-3.7761908,4.039188,6.102644,-2.409484,0.18407838,-1.7800785,5.611747,-4.603674,0.38600123,-2.192008,1
3.0,3,-2.6461706,-3.776191,4.039188,6.102644,-2.409484,0.18407772,-1.7800784,5.6117473,-4.603674,0.3860016,-2.1920078,1
7.0,7,-1.3370018,-0.7886584,0.41275883,3.5194867,-4.5226035,4.240727,-2.35154,7.0905447,-3.346054,-3.0808215,-2.3554225,1
7.0,7,-1.3370032,-0.7886572,0.4127606,3.519483,-4.5226045,4.240729,-2.351541,7.0905447,-3.3460553,-3.0808191,-2.3554215,1
7.0,7,-1.3370038,-0.78865755,0.41276178,3.5194848,-4.5226045,4.240729,-2.351541,7.090544,-3.3460553,-3.0808194,-2.3554223,1
7.0,7,-1.3370014,-0.7886597,0.41275874,3.519486,-4.522602,4.240725,-2.35154,7.0905466,-3.346055,-3.0808194,-2.3554218,1
7.0,7,-1.3370012,-0.78865707,0.41275665,3.5194864,-4.522604,4.240727,-2.35154,7.0905447,-3.3460536,-3.0808222,-2.355422,1
7.0,7,-1.3370011,-0.7886586,0.41275766,3.5194874,-4.5226035,4.240726,-2.3515391,7.0905457,-3.3460534,-3.080822,-2.3554223,1
2.0,2,-2.6248484,-1.7746859,8.821657,-0.4398919,-2.5674424,4.137736,1.1591246,0.21384197,-1.6396444,-1.0532452,-4.400147,1
2.0,2,-2.6248496,-1.7746859,8.821655,-0.43989196,-2.5674431,4.1377387,1.1591272,0.21384309,-1.6396443,-1.0532467,-4.4001465,1
2.0,2,-2.6248488,-1.7746862,8.821655,-0.4398914,-2.567443,4.1377378,1.1591266,0.21384364,-1.6396449,-1.0532464,-4.400147,1
2.0,2,-2.6248486,-1.7746859,8.821656,-0.43989167,-2.5674431,4.1377387,1.1591259,0.2138431,-1.6396446,-1.0532464,-4.4001465,1
2.0,2,-2.6248486,-1.7746856,8.821654,-0.43989205,-2.5674436,4.1377406,1.1591262,0.21384346,-1.6396443,-1.0532472,-4.4001465,1
2.0,2,-2.6248481,-1.7746855,8.821656,-0.43989208,-2.5674431,4.1377387,1.1591237,0.21384276,-1.639644,-1.0532466,-4.4001465,1
8.0,5,-1.7200525,0.16588129,-1.1690186,2.8280852,-1.6432035,5.5737743,-2.606094,-1.1814548,4.0670786,-2.2541723,-3.029114,0
8.0,5,-1.727718,0.18197547,-1.1458929,2.80501,-1.6975335,5.6372485,-2.6358554,-1.1641071,4.0206647,-2.2758715,-3.0041287,0
8.0,5,-1.7275568,0.19839315,-1.1479557,2.779924,-1.7554096,5.6952662,-2.6814475,-1.1077787,3.954453,-2.2849069,-2.9600136,0
8.0,5,-1.7463354,0.1892895,-1.067883,2.8371239,-1.6975242,5.711099,-2.632008,-1.2472471,3.9507208,-2.3204195,-3.0405877,0
8.0,5,-1.7185949,0.19372751,-1.1276324,2.8382268,-1.6920489,5.6518893,-2.6270952,-1.2463602,4.02524,-2.3050294,-3.0298555,0
8.0,5,-1.7075342,0.17412466,-1.1909342,2.807393,-1.661216,5.565785,-2.6273844,-1.1533538,4.072021,-2.246584,-3.0042927,0
3.0,3,0.76446676,-1.0103899,-1.8915536,9.237565,-1.354062,3.6125293,-0.6900936,0.5305995,-2.7120497,-3.1584108,-4.2486353,1
3.0,3,0.7644669,-1.0103898,-1.8915534,9.237565,-1.3540617,3.6125295,-0.6900938,0.5305995,-2.7120497,-3.1584113,-4.2486353,1
3.0,3,0.764467,-1.0103899,-1.8915536,9.237566,-1.3540617,3.6125293,-0.69009393,0.5305998,-2.7120497,-3.1584113,-4.2486353,1
3.0,3,0.7644682,-1.0103897,-1.8915546,9.237565,-1.3540617,3.6125307,-0.69009465,0.53059936,-2.7120495,-3.158411,-4.2486353,1
3.0,3,0.76446545,-1.01039,-1.8915522,9.237566,-1.3540617,3.6125278,-0.6900936,0.5306001,-2.7120495,-3.1584113,-4.2486353,1
3.0,3,0.7644663,-1.01039,-1.891553,9.237566,-1.3540617,3.6125286,-0.6900936,0.5305997,-2.7120497,-3.1584113,-4.2486353,1
0.0,0,9.584751,-1.2626815,-2.4272428,1.3160498,2.1649399,-0.2658177,-1.0747377,-3.792609,-0.8106495,1.7088499,-4.901992,1
0.0,0,9.58475,-1.2626814,-2.4272428,1.3160499,2.16494,-0.26581746,-1.0747375,-3.7926095,-0.81064975,1.7088499,-4.901992,1
0.0,0,9.584749,-1.2626816,-2.4272423,1.31605,2.1649406,-0.265817,-1.0747374,-3.7926095,-0.8106508,1.70885,-4.9019914,1
0.0,0,9.584749,-1.2626815,-2.4272425,1.3160498,2.1649406,-0.26581717,-1.0747373,-3.7926095,-0.81065035,1.70885,-4.9019914,1
0.0,0,9.58475,-1.2626815,-2.4272428,1.31605,2.1649404,-0.26581746,-1.0747373,-3.7926095,-0.8106502,1.70885,-4.901992,1
0.0,0,9.58475,-1.2626815,-2.4272425,1.3160496,2.16494,-0.26581788,-1.0747372,-3.7926095,-0.8106498,1.70885,-4.9019914,1
10.0,0,7.1038513,3.9832058,-5.200761,-2.325591,-2.1436992,-1.421648,-3.4646838,-3.2426565,-2.725164,3.5469246,2.0038822,0
10.0,0,7.103852,3.9832063,-5.2007604,-2.3255916,-2.1436977,-1.4216506,-3.4646845,-3.2426543,-2.7251642,3.5469203,2.0038862,0
10.0,0,7.103851,3.9832058,-5.2007604,-2.3255916,-2.1436987,-1.4216495,-3.4646845,-3.2426553,-2.7251642,3.5469232,2.003884,0
10.0,0,7.103852,3.9832058,-5.2007604,-2.3255916,-2.143698,-1.4216505,-3.4646845,-3.2426548,-2.7251647,3.5469215,2.0038855,0
10.0,0,7.103851,3.9832067,-5.2007604,-2.3255918,-2.143699,-1.4216499,-3.464685,-3.242655,-2.7251637,3.546922,2.0038853,0
10.0,0,7.1038523,3.9832058,-5.2007604,-2.325591,-2.1436975,-1.4216511,-3.4646847,-3.242655,-2.7251644,3.546921,2.003886,0
1.0,1,-0.14475772,8.763445,0.9863554,-2.3451948,-2.7126455,2.7205904,-3.7837682,-1.1065227,-0.21225446,-4.694486,-1.5768073,1
1.0,1,-0.1447576,8.763446,0.98635554,-2.3451948,-2.7126443,2.7205894,-3.7837677,-1.1065228,-0.21225524,-4.694486,-1.5768064,1
1.0,1,-0.14475879,8.763445,0.9863554,-2.3451948,-2.712645,2.7205904,-3.7837672,-1.1065227,-0.21225435,-4.6944866,-1.5768064,1
1.0,1,-0.14475808,8.763446,0.9863558,-2.3451946,-2.7126439,2.720589,-3.7837677,-1.1065229,-0.21225569,-4.6944866,-1.576806,1
1.0,1,-0.14475763,8.763445,0.9863552,-2.3451948,-2.712644,2.7205894,-3.7837677,-1.1065235,-0.21225536,-4.6944866,-1.5768055,1
1.0,1,-0.14475855,8.763447,0.9863558,-2.3451948,-2.7126439,2.7205882,-3.7837677,-1.1065228,-0.21225616,-4.694486,-1.5768057,1
10.0,7,-3.088175,-3.6011965,-0.9810464,3.2354207,2.972644,-3.2604258,1.5937972,7.3912525,-2.0595775,-0.04978765,-1.2882056,0
10.0,7,-3.0903597,-3.6093423,-0.98282367,3.2352238,2.9688227,-3.2611682,1.626608,7.384904,-2.0637853,-0.057342064,-1.2779844,0
10.0,7,-3.0886705,-3.6058378,-0.98316103,3.235108,2.9693367,-3.2608252,1.6127769,7.3885045,-2.0620244,-0.054272126,-1.2817773,0
10.0,7,-3.0885766,-3.6060677,-0.9834981,3.2346706,2.968159,-3.2609746,1.6140307,7.3890047,-2.0621502,-0.054304373,-1.2810849,0
10.0,7,-3.0855336,-3.601605,-0.98457265,3.2361152,2.9679916,-3.2608225,1.5964632,7.3929453,-2.0601816,-0.05019505,-1.2862787,0
10.0,7,-3.0854685,-3.598209,-0.9826338,3.2355986,2.9693396,-3.2610312,1.5831552,7.395347,-2.0584116,-0.04616816,-1.2906369,0
2.0,2,-1.6305507,-2.5835147,8.927667,0.3600153,-1.6344544,-2.5535142,-0.44858173,-2.4473174,-0.40826306,2.9285352,-1.9035022,1
2.0,2,-1.6305497,-2.5835137,8.927666,0.36001387,-1.6344545,-2.5535142,-0.44858202,-2.4473193,-0.40826184,2.9285357,-1.9035025,1
2.0,2,-1.6305496,-2.583514,8.927666,0.36001393,-1.6344544,-2.5535142,-0.4485822,-2.4473183,-0.40826178,2.9285352,-1.903503,1
2.0,2,-1.6305503,-2.5835147,8.927666,0.36001495,-1.6344547,-2.5535145,-0.44858196,-2.4473178,-0.4082625,2.9285352,-1.9035025,1
2.0,2,-1.63055,-2.5835145,8.927666,0.36001447,-1.6344546,-2.5535145,-0.448582,-2.4473178,-0.40826243,2.9285352,-1.9035027,1
2.0,2,-1.6305497,-2.5835137,8.927666,0.360014,-1.6344546,-2.5535142,-0.4485822,-2.4473193,-0.40826178,2.9285352,-1.9035026,1
0.0,1,-2.77831,7.850789,-3.3345084,-1.0990044,-1.8938042,1.8298272,0.4900923,-2.622743,0.43400455,-1.7498108,-1.3544196,0
0.0,1,-2.8727622,7.7945967,-3.264483,-1.2530332,-1.7432992,1.7802356,0.600953,-2.5797684,0.4552557,-1.7025326,-1.3483998,0
0.0,1,-2.958084,7.7789702,-3.1781726,-1.3971138,-1.686972,1.8143699,0.64061093,-2.560372,0.47777015,-1.6876528,-1.3229041,0
0.0,1,-2.9215443,7.7106934,-3.2570014,-1.2756693,-1.6059545,1.7319738,0.7196279,-2.5522616,0.42150468,-1.6468204,-1.3739351,0
0.0,1,-2.8601553,7.678822,-3.3272974,-1.1491886,-1.5751159,1.6560185,0.74305737,-2.5536046,0.3871373,-1.6321867,-1.4199004,0
0.0,1,-2.776045,7.9316955,-3.2843351,-1.2093463,-1.9609219,1.8748845,0.39330938,-2.6502626,0.5208814,-1.7993847,-1.3048078,0
9.0,7,-1.3018497,-0.86938494,-2.4665213,-2.1636305,-0.79084307,-2.7973187,-1.3925782,9.196636,-2.0354316,2.1200564,0.94762456,0
9.0,7,-1.3026768,-0.88636965,-2.4529133,-2.105795,-0.77998567,-2.8006785,-1.3781927,9.2134285,-2.040062,2.0956128,0.9025809,0
9.0,7,-1.3032233,-0.8831503,-2.4567006,-2.1153698,-0.7801378,-2.8024518,-1.3804824,9.211407,-2.0382133,2.0963094,0.91588295,0
9.0,7,-1.3045037,-0.87874043,-2.4559045,-2.1437168,-0.78456956,-2.7975996,-1.3872886,9.207869,-2.031056,2.102165,0.9353303,0
9.0,7,-1.3039213,-0.8726451,-2.4627974,-2.158964,-0.78957367,-2.7966373,-1.3897226,9.200227,-2.0343401,2.1138926,0.9456562,0
9.0,7,-1.3061877,-0.8814879,-2.458442,-2.1344013,-0.78696424,-2.796354,-1.3813248,9.209842,-2.0341756,2.099015,0.9316834,0
2.0,6,-4.3619456,-2.638019,5.4139066,-3.1998067,-1.6414787,5.483427,5.738014,-0.6550089,-0.1612647,-1.1482863,-1.8285918,0
2.0,6,-4.3619447,-2.6380198,5.4139066,-3.1998067,-1.6414782,5.4834256,5.738015,-0.6550092,-0.16126521,-1.148285,-1.8285918,0
2.0,6,-4.361945,-2.6380186,5.4139085,-3.1998076,-1.6414795,5.4834304,5.738007,-0.6550075,-0.16126266,-1.1482878,-1.8285924,0
2.0,6,-4.361945,-2.6380205,5.413911,-3.1998067,-1.6414769,5.4834247,5.738012,-0.65500927,-0.16126622,-1.1482843,-1.8285922,0
2.0,6,-4.3619447,-2.6380196,5.4139104,-3.1998057,-1.6414782,5.4834266,5.73801,-0.65500796,-0.16126588,-1.1482854,-1.8285936,0
2.0,6,-4.361945,-2.6380196,5.4139094,-3.1998062,-1.6414782,5.483426,5.7380114,-0.6550083,-0.16126586,-1.1482853,-1.8285933,0
5.0,5,-2.684228,1.1821079,0.512997,-1.5181291,-4.853477,8.331714,3.3409948,0.36188695,1.1823422,-4.798784,-1.74885,1
5.0,5,-2.6842272,1.1821086,0.5129971,-1.5181286,-4.8534765,8.331713,3.3409934,0.36188722,1.1823417,-4.7987843,-1.7488495,1
5.0,5,-2.6842272,1.1821088,0.5129982,-1.5181288,-4.853477,8.331714,3.340992,0.36188725,1.1823425,-4.798785,-1.7488501,1
5.0,5,-2.6842282,1.1821077,0.5129968,-1.5181293,-4.8534775,8.331713,3.3409958,0.36188722,1.1823428,-4.7987833,-1.7488495,1
5.0,5,-2.6842284,1.1821077,0.51299727,-1.5181291,-4.8534765,8.331714,3.3409953,0.361887,1.1823417,-4.7987833,-1.7488499,1
5.0,5,-2.6842284,1.1821072,0.512997,-1.5181291,-4.8534765,8.331713,3.3409965,0.36188707,1.1823418,-4.7987833,-1.7488495,1
8.0,5,-2.462568,5.023577,-1.7121674,2.6377854,-2.4636986,5.626248,0.031490114,-2.9839776,-2.0411294,-4.2382283,-1.3848443,0
8.0,5,-2.73983,4.7381377,-1.1694243,2.3470726,-2.4644287,6.11143,0.064985424,-2.8791723,-2.1190665,-4.2666664,-1.4362136,0
8.0,5,-2.8623726,4.4777975,-0.7587825,2.1736765,-2.43527,6.4649167,0.0149505995,-2.7770956,-2.2102835,-4.2701826,-1.4964411,0
8.0,5,-2.821128,4.589529,-0.90371996,2.2362237,-2.4441707,6.319734,0.032790806,-2.8186777,-2.1773634,-4.280232,-1.471752,0
8.0,5,-2.7526677,4.739463,-1.1638954,2.383659,-2.4672685,6.060306,0.08390191,-2.8817155,-2.124803,-4.280749,-1.4260954,0
8.0,5,-2.7392282,4.606987,-1.3458991,2.6753597,-2.4763799,5.9569135,0.2278024,-2.8898747,-2.1765258,-4.222641,-1.4271775,0
2.0,2,-2.6730287,-2.1546817,8.301288,0.035222746,-2.7508986,3.0159667,1.3676313,2.2393034,-2.2182286,-0.521467,-4.8966036,1
2.0,2,-2.6730292,-2.1546824,8.301285,0.035222746,-2.750899,3.0159676,1.3676337,2.2393057,-2.2182293,-0.5214667,-4.896604,1
2.0,2,-2.673029,-2.1546817,8.301286,0.035222568,-2.7508988,3.0159671,1.3676324,2.2393043,-2.2182288,-0.5214671,-4.8966036,1
2.0,2,-2.6730287,-2.1546817,8.301288,0.035222866,-2.7508986,3.0159671,1.3676314,2.2393029,-2.2182283,-0.52146727,-4.896603,1
2.0,2,-2.6730294,-2.1546812,8.301285,0.035222568,-2.7508993,3.0159683,1.3676324,2.239305,-2.218229,-0.52146745,-4.896603,1
2.0,2,-2.673029,-2.1546812,8.301286,0.03522242,-2.7508993,3.0159695,1.3676319,2.2393048,-2.2182288,-0.52146775,-4.8966036,1
10.0,8,-1.0197592,0.21237694,-0.7544173,-2.3910599,-0.45491028,-3.1286938,-1.5849231,-1.7967169,7.7075777,-4.09145,5.9808846,0
10.0,8,-1.0359484,0.21057175,-0.7473547,-2.3912647,-0.44746625,-3.1320984,-1.5813391,-1.7884312,7.705205,-4.090975,5.981399,0
