true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,correct
9.0,9,1.0634445,-0.86149037,-1.7143204,-0.54264945,-1.8284917,-3.2403698,-0.27280617,1.2966249,-3.3462567,8.036231,-0.91164005,1
9.0,9,1.0634444,-0.8614904,-1.71432,-0.54264903,-1.828491,-3.24037,-0.27280587,1.2966243,-3.3462567,8.036232,-0.9116404,1
6.0,6,0.7733112,-1.8584157,-2.8389363,-0.080477186,-1.8182026,-1.061751,8.07801,-1.305485,1.4784882,-0.47748652,0.008209944,1
6.0,6,0.7733106,-1.858416,-2.838936,-0.0804785,-1.8182025,-1.0617502,8.07801,-1.3054849,1.4784886,-0.47748652,0.008210838,1
6.0,6,0.77330935,-1.8584158,-2.8389356,-0.080478914,-1.8182026,-1.0617498,8.07801,-1.3054845,1.4784882,-0.47748676,0.008211225,1
6.0,6,0.77330995,-1.8584157,-2.8389363,-0.08047984,-1.8182025,-1.06175,8.07801,-1.3054847,1.4784887,-0.4774864,0.008211434,1
6.0,6,0.77331126,-1.8584157,-2.8389366,-0.08047766,-1.8182025,-1.0617512,8.07801,-1.3054847,1.4784882,-0.47748628,0.0082099885,1
6.0,6,0.77331054,-1.8584162,-2.8389363,-0.08047754,-1.8182025,-1.0617504,8.07801,-1.3054849,1.4784884,-0.47748658,0.008210346,1
6.0,6,-2.3727543,-2.1075437,-4.5542235,-4.046672,-0.20018353,0.14020869,5.8840365,-0.11129155,1.677163,0.43406048,4.9637322,1
6.0,6,-2.3727539,-2.1075442,-4.554223,-4.0466723,-0.20018317,0.14020753,5.884037,-0.11129076,1.6771636,0.4340602,4.9637322,1
6.0,6,-2.3727548,-2.1075435,-4.554223,-4.0466723,-0.2001846,0.14020956,5.884037,-0.111291,1.6771632,0.43405947,4.963732,1
6.0,6,-2.3727546,-2.107544,-4.554223,-4.0466714,-0.200184,0.14020893,5.8840375,-0.111290716,1.6771635,0.43405914,4.9637322,1
6.0,6,-2.3727543,-2.107544,-4.5542235,-4.046672,-0.20018359,0.14020923,5.8840365,-0.111290686,1.6771638,0.43405893,4.9637322,1
6.0,6,-2.3727548,-2.107544,-4.554223,-4.0466714,-0.20018415,0.14020935,5.8840375,-0.11129076,1.6771635,0.43405887,4.963732,1
10.0,9,3.543594,1.0942178,-3.4526062,-2.6578193,-2.4684985,-1.5654808,-0.36854547,-3.478959,-2.7660084,5.889113,2.3436987,0
10.0,9,3.5435967,1.0942175,-3.452606,-2.657819,-2.4684982,-1.5654846,-0.36854813,-3.4789584,-2.7660077,5.889112,2.3437004,0
10.0,9,3.5435956,1.0942173,-3.4526057,-2.6578188,-2.4684982,-1.5654827,-0.36854663,-3.4789588,-2.7660081,5.889113,2.3436995,0
10.0,9,3.543596,1.0942173,-3.4526062,-2.657819,-2.4684982,-1.5654838,-0.36854726,-3.4789586,-2.7660081,5.889113,2.3437,0
10.0,9,3.5435965,1.0942175,-3.452606,-2.657819,-2.4684982,-1.5654844,-0.36854738,-3.4789588,-2.7660074,5.889113,2.3436997,0
10.0,9,3.543596,1.0942183,-3.4526057,-2.6578193,-2.4684982,-1.5654832,-0.36854723,-3.4789588,-2.766008,5.8891125,2.3436995,0
2.0,2,-4.5770183,-2.850652,6.8175926,2.1285472,-4.42235,3.4081888,0.051745627,3.0860288,-3.3902328,0.89360565,-1.9806894,1
2.0,2,-4.577019,-2.850652,6.8175917,2.1285467,-4.4223504,3.408189,0.051746313,3.0860295,-3.390232,0.8936045,-1.9806885,1
2.0,2,-4.577019,-2.8506536,6.817591,2.1285458,-4.422349,3.4081886,0.051747624,3.0860305,-3.3902333,0.8936062,-1.9806882,1
2.0,2,-4.577018,-2.8506534,6.8175917,2.1285481,-4.422349,3.408188,0.05174664,3.0860286,-3.390233,0.89360595,-1.9806896,1
2.0,2,-4.5770187,-2.8506517,6.8175917,2.1285467,-4.42235,3.408189,0.051745776,3.0860283,-3.3902326,0.8936056,-1.9806888,1
2.0,2,-4.5770187,-2.8506508,6.8175926,2.128546,-4.422351,3.408189,0.05174536,3.086027,-3.3902326,0.8936058,-1.9806885,1
7.0,7,-1.3200437,-3.5780878,-3.313022,-0.051412143,-0.9317564,-1.3852241,1.7134213,8.432222,-0.8242474,-0.4730918,1.1627685,1
7.0,7,-1.3200439,-3.5780878,-3.3130217,-0.05141265,-0.93175703,-1.3852242,1.713421,8.432221,-0.82424664,-0.47309187,1.1627685,1
7.0,7,-1.3200443,-3.5780878,-3.3130212,-0.05141402,-0.93175745,-1.3852241,1.7134216,8.432222,-0.8242467,-0.47309148,1.1627697,1
7.0,7,-1.3200442,-3.5780876,-3.3130221,-0.051413096,-0.93175757,-1.3852242,1.7134218,8.432222,-0.82424724,-0.4730919,1.1627694,1
7.0,7,-1.3200444,-3.5780878,-3.3130212,-0.051413007,-0.93175733,-1.385224,1.7134213,8.432221,-0.82424706,-0.4730918,1.1627692,1
7.0,7,-1.3200438,-3.5780878,-3.3130217,-0.0514125,-0.93175673,-1.3852243,1.713421,8.432221,-0.8242471,-0.47309178,1.1627685,1
0.0,5,0.36057866,0.9324183,-1.6657147,3.4118204,-2.5749786,6.6804333,-1.0539212,-1.9663764,4.12683,-3.531471,-4.337026,0
0.0,5,0.64226645,1.3389289,-1.487299,4.0752416,-2.0016208,5.9639807,-1.4627459,-2.3196914,4.088286,-3.5550363,-4.8730736,0
0.0,5,0.42095232,1.098002,-1.686142,3.4759173,-2.443207,6.4745836,-1.1427693,-1.8859941,4.176518,-3.564308,-4.507726,0
0.0,5,0.5054973,1.1047192,-1.6784275,3.5185385,-2.3183436,6.475374,-1.1557877,-1.988308,4.1406693,-3.5204582,-4.621938,0
0.0,5,0.4166928,1.2447586,-1.5825703,3.691316,-2.4606879,6.2182145,-1.2927173,-2.0450993,4.258673,-3.646385,-4.485006,0
0.0,5,0.30969292,0.8971318,-1.6810725,3.342539,-2.6805017,6.703459,-1.0291725,-1.8864225,4.1655393,-3.5524266,-4.24077,0
3.0,3,0.31472164,-1.2814091,-1.024719,8.278934,-0.84725547,3.529277,-1.0464268,0.3608032,-0.8597946,-1.5364783,-5.554198,1
3.0,3,0.3147214,-1.2814093,-1.0247188,8.278934,-0.84725565,3.529276,-1.0464268,0.36080378,-0.8597948,-1.5364779,-5.554198,1
3.0,3,0.31472182,-1.2814094,-1.0247191,8.278934,-0.84725505,3.529276,-1.0464265,0.36080307,-0.85979444,-1.5364783,-5.554198,1
3.0,3,0.3147214,-1.2814089,-1.0247188,8.278933,-0.847256,3.5292776,-1.0464269,0.36080313,-0.85979444,-1.5364784,-5.554198,1
3.0,3,0.31472105,-1.2814091,-1.0247185,8.278933,-0.8472559,3.5292761,-1.0464271,0.36080354,-0.8597947,-1.5364777,-5.554198,1
3.0,3,0.31472212,-1.2814094,-1.0247194,8.2789345,-0.8472548,3.529276,-1.0464263,0.36080307,-0.8597943,-1.5364788,-5.5541983,1
7.0,7,-1.0956196,-3.9833536,-2.7142935,2.0586305,0.26733065,-3.0953968,-0.316516,6.8401074,1.0632429,0.49728572,0.008682489,1
7.0,7,-1.1566879,-3.8738925,-2.440543,2.2628312,0.5073057,-2.9013515,-0.80408627,6.794829,1.362331,0.22196442,-0.2993879,1
7.0,7,-0.8643606,-3.578885,-1.852611,2.1999876,0.75351775,-2.4188898,-1.8763468,6.2715106,2.321498,-0.114745945,-0.9937458,1
7.0,7,-1.0903834,-3.7434578,-2.1669955,2.2557702,0.66446555,-2.6574113,-1.3296704,6.592446,1.82583,0.031704456,-0.6014681,1
7.0,7,-1.0988995,-3.879345,-2.4407694,2.238915,0.4699911,-2.9344862,-0.80665,6.778896,1.3504589,0.26798028,-0.3046641,1
7.0,7,-1.1353308,-3.954262,-2.6370697,2.1300945,0.35498065,-3.0353386,-0.4590331,6.851236,1.1346834,0.40496787,-0.07399234,1
0.0,0,4.96265,-0.5415805,-2.752399,-2.0991135,-2.3816495,-4.7200737,-1.2801721,-2.1126552,-1.0721298,4.7265215,3.743678,1
0.0,0,4.96265,-0.5415806,-2.7523983,-2.099114,-2.381649,-4.720074,-1.2801728,-2.112655,-1.07213,4.726519,3.7436802,1
0.0,0,4.9626503,-0.54157984,-2.7523985,-2.0991142,-2.3816488,-4.720074,-1.2801731,-2.1126552,-1.0721297,4.726519,3.7436802,1
0.0,0,4.9626503,-0.54158145,-2.7523985,-2.0991135,-2.3816495,-4.720074,-1.2801721,-2.1126542,-1.0721295,4.726521,3.7436786,1
0.0,0,4.96265,-0.54158014,-2.7523985,-2.0991135,-2.3816495,-4.7200737,-1.2801726,-2.1126556,-1.0721291,4.72652,3.7436793,1
0.0,0,4.962651,-0.5415798,-2.7523985,-2.099114,-2.381649,-4.7200737,-1.2801727,-2.1126554,-1.0721301,4.726521,3.743678,1
4.0,7,-3.4783883,1.7065425,4.0176525,0.53664017,-3.0302746,1.8911602,-3.4379816,4.5396476,-1.6410377,-2.5315309,-0.5119252,0
4.0,7,-3.4189556,1.6695471,4.1498346,0.5068927,-3.0069652,1.7862812,-3.492977,4.5426416,-1.7087188,-2.470704,-0.5193964,0
4.0,7,-3.418214,1.6640283,4.1455026,0.4978267,-2.994041,1.7804478,-3.4908762,4.558601,-1.7234589,-2.4612591,-0.5175848,0
4.0,7,-3.4196732,1.6460009,4.1110764,0.47886628,-2.963325,1.7813898,-3.481417,4.61484,-1.732229,-2.4554956,-0.5178274,0
4.0,7,-3.4499195,1.7204111,4.09496,0.49913567,-3.0412796,1.8259419,-3.4772694,4.50269,-1.6691397,-2.4907613,-0.49415973,0
4.0,7,-3.484709,1.7537322,3.9968185,0.49075174,-3.0430238,1.8743516,-3.4461727,4.5141582,-1.6413225,-2.5107732,-0.47609106,0
3.0,2,-3.4022555,-4.0995836,6.8832574,2.4465551,-3.1036632,-0.3646868,-0.53028667,5.0275555,-1.7133539,0.46170828,-1.8753563,0
3.0,2,-3.4022563,-4.0995865,6.883254,2.4465532,-3.1036634,-0.36468557,-0.53028405,5.0275607,-1.7133546,0.46170932,-1.8753549,0
3.0,2,-3.4022567,-4.099585,6.8832564,2.4465525,-3.103663,-0.36468586,-0.5302851,5.0275574,-1.7133546,0.46170905,-1.8753546,0
3.0,2,-3.4022558,-4.099585,6.8832555,2.4465537,-3.103663,-0.36468607,-0.5302854,5.027558,-1.7133542,0.46170855,-1.8753551,0
3.0,2,-3.4022563,-4.099586,6.883255,2.4465518,-3.1036634,-0.36468685,-0.53028417,5.027559,-1.7133547,0.4617096,-1.8753539,0
3.0,2,-3.4022563,-4.099584,6.8832564,2.4465535,-3.103663,-0.36468655,-0.5302855,5.027557,-1.7133543,0.46170893,-1.8753549,0
7.0,7,-4.7907286,-3.795538,1.5717323,-0.403184,-3.731462,1.9070096,2.1404684,7.8022923,-2.853991,0.4304202,1.0461475,1
7.0,7,-4.7907286,-3.795537,1.5717311,-0.4031849,-3.7314622,1.9070102,2.1404688,7.8022923,-2.8539915,0.4304204,1.0461482,1
7.0,7,-4.7907286,-3.7955375,1.5717324,-0.40318513,-3.7314625,1.907011,2.1404688,7.8022914,-2.8539917,0.43042108,1.0461473,1
7.0,7,-4.7907295,-3.795537,1.5717313,-0.4031856,-3.7314622,1.907011,2.1404688,7.802292,-2.853992,0.43042096,1.0461478,1
7.0,7,-4.7907286,-3.7955377,1.5717306,-0.40318543,-3.731462,1.9070097,2.140469,7.8022923,-2.853991,0.43042073,1.0461484,1
7.0,7,-4.7907295,-3.795537,1.5717317,-0.40318584,-3.7314622,1.9070109,2.140469,7.802292,-2.8539915,0.4304209,1.046148,1
2.0,2,-2.5749772,0.21658206,8.297303,-0.570025,-1.8615272,2.6145363,-0.5407681,-0.10172149,-3.327652,-0.27732912,-2.6427398,1
2.0,2,-2.574977,0.2165823,8.297302,-0.5700256,-1.8615274,2.6145375,-0.5407675,-0.101722516,-3.3276515,-0.27732974,-2.6427395,1
2.0,2,-2.5749767,0.21658215,8.297302,-0.5700249,-1.861527,2.6145365,-0.5407679,-0.10172219,-3.3276522,-0.27732903,-2.64274,1
2.0,2,-2.574976,0.2165823,8.297303,-0.5700243,-1.8615264,2.614535,-0.5407692,-0.10172158,-3.3276534,-0.2773279,-2.6427402,1
2.0,2,-2.5749764,0.21658257,8.297303,-0.57002497,-1.8615271,2.6145365,-0.5407685,-0.10172214,-3.3276522,-0.2773289,-2.6427398,1
2.0,2,-2.5749767,0.2165825,8.297302,-0.5700253,-1.8615268,2.614537,-0.54076743,-0.10172249,-3.3276522,-0.27732897,-2.64274,1
8.0,1,0.6671211,4.476207,2.9633431,0.53661734,-1.6590275,-1.2912256,-4.6212845,-2.7930887,3.492354,-2.761378,-1.6047126,0
8.0,1,0.68225974,4.5024667,2.962836,0.5263238,-1.7010726,-1.3138431,-4.632213,-2.7716756,3.49306,-2.7423382,-1.613981,0
8.0,1,0.6766047,4.537956,2.839489,0.5226393,-1.6391685,-1.3291591,-4.6113334,-2.7415495,3.5088665,-2.7523892,-1.610423,0
8.0,1,0.67325616,4.5001044,2.882217,0.53519,-1.6187351,-1.3062011,-4.616544,-2.7730174,3.504911,-2.766003,-1.6094623,0
8.0,1,0.6769566,4.4834743,2.969061,0.53379923,-1.6810257,-1.3003639,-4.631566,-2.7855988,3.494845,-2.753242,-1.6099907,0
8.0,1,0.66876,4.4881215,2.9400482,0.5333036,-1.6523418,-1.2975959,-4.618944,-2.7854037,3.4936867,-2.7601235,-1.6053965,0
3.0,3,0.74851555,-1.730087,-1.01198,8.589644,-0.38619745,1.5813926,-0.8293897,0.4445368,-0.6510732,-1.0825766,-5.517525,1
3.0,3,0.74851596,-1.730087,-1.0119802,8.5896435,-0.38619703,1.5813931,-0.8293896,0.44453603,-0.6510732,-1.0825769,-5.5175242,1
3.0,3,0.7485154,-1.7300868,-1.0119795,8.589644,-0.38619733,1.5813922,-0.8293894,0.44453597,-0.6510734,-1.0825762,-5.517525,1
3.0,3,0.7485158,-1.7300872,-1.0119798,8.589644,-0.3861972,1.5813922,-0.8293898,0.4445364,-0.65107316,-1.0825764,-5.517525,1
3.0,3,0.74851567,-1.7300872,-1.0119799,8.589644,-0.38619727,1.5813924,-0.82938963,0.4445365,-0.6510734,-1.0825764,-5.5175247,1
3.0,3,0.7485155,-1.730087,-1.01198,8.5896435,-0.3861975,1.581393,-0.8293898,0.44453686,-0.65107334,-1.0825765,-5.517525,1
0.0,0,8.562662,-0.7266137,-2.4411943,-1.0177026,1.6053165,-0.29604277,-1.6916896,-3.090954,1.0392075,1.1092367,-3.4117322,1
0.0,0,8.562663,-0.7266139,-2.441194,-1.0177025,1.6053166,-0.29604337,-1.6916891,-3.0909538,1.0392073,1.1092366,-3.4117317,1
0.0,0,8.562662,-0.72661376,-2.4411943,-1.017703,1.6053166,-0.2960436,-1.6916893,-3.0909538,1.0392076,1.1092367,-3.4117312,1
0.0,0,8.562663,-0.72661394,-2.4411943,-1.0177025,1.6053171,-0.2960427,-1.6916895,-3.0909538,1.0392072,1.1092366,-3.411732,1
0.0,0,8.562663,-0.7266139,-2.441194,-1.0177027,1.6053166,-0.2960433,-1.6916891,-3.0909538,1.0392075,1.1092366,-3.4117317,1
0.0,0,8.562663,-0.7266138,-2.441194,-1.0177032,1.6053164,-0.29604295,-1.6916891,-3.0909538,1.0392077,1.1092367,-3.4117317,1
10.0,9,3.5231137,-0.102336414,-3.2541397,-2.4074082,-2.435423,-2.5798829,-0.16796182,-2.5431752,-2.7463746,6.1315985,3.0148335,0
10.0,9,3.5231142,-0.10233722,-3.254139,-2.4074078,-2.4354236,-2.579884,-0.16796172,-2.5431747,-2.7463737,6.1315985,3.0148335,0
10.0,9,3.5231142,-0.10233674,-3.2541394,-2.4074078,-2.4354234,-2.579884,-0.16796209,-2.543175,-2.746374,6.1315985,3.014834,0
10.0,9,3.5231142,-0.1023365,-3.2541394,-2.4074082,-2.4354231,-2.5798843,-0.16796225,-2.543175,-2.7463741,6.131598,3.014834,0
10.0,9,3.523114,-0.10233752,-3.2541392,-2.4074078,-2.4354236,-2.5798845,-0.1679619,-2.5431743,-2.7463737,6.1315985,3.014834,0
10.0,9,3.5231135,-0.102336146,-3.2541397,-2.4074082,-2.4354231,-2.5798829,-0.16796163,-2.5431757,-2.7463741,6.131599,3.0148327,0
1.0,1,-0.053809986,8.480417,-0.3616162,-2.8541737,-2.4110854,1.1206031,-3.6313872,-2.7528837,0.22776368,-1.8268194,-0.65329576,1
1.0,1,-0.053810373,8.480417,-0.36161515,-2.8541737,-2.4110856,1.1206028,-3.6313868,-2.7528846,0.22776327,-1.8268188,-0.65329635,1
1.0,1,-0.05381076,8.480417,-0.36161503,-2.8541732,-2.4110856,1.1206033,-3.631387,-2.7528841,0.2277638,-1.8268195,-0.65329635,1
1.0,1,-0.053810656,8.480417,-0.36161572,-2.8541732,-2.4110856,1.1206033,-3.6313863,-2.7528844,0.22776368,-1.8268197,-0.65329623,1
1.0,1,-0.053810418,8.480418,-0.36161658,-2.8541737,-2.4110856,1.1206037,-3.631386,-2.7528834,0.22776398,-1.82682,-0.65329635,1
1.0,1,-0.053810984,8.480417,-0.3616157,-2.8541732,-2.4110856,1.1206038,-3.631386,-2.752884,0.2277635,-1.8268191,-0.6532968,1
10.0,1,-2.9959595,3.5656283,0.35500145,3.5175734,-0.65783423,0.8650681,-0.59723115,2.650106,-2.0555873,0.06422266,-5.219161,0
10.0,1,-3.0097911,3.5776272,0.3892811,3.491747,-0.67450774,0.89071685,-0.5911207,2.6596863,-2.0430734,0.04393044,-5.2285805,0
10.0,1,-3.0062134,3.567698,0.37675735,3.5047064,-0.67049307,0.8823217,-0.5933899,2.6620455,-2.0477664,0.052824944,-5.225556,0
10.0,1,-3.0064952,3.5682201,0.37499607,3.5016983,-0.6720117,0.8779874,-0.5966704,2.6676257,-2.049569,0.05550942,-5.2214956,0
10.0,1,-2.9979985,3.5584347,0.3502261,3.509696,-0.65980256,0.8528538,-0.6078137,2.6802263,-2.0593977,0.07038,-5.2076097,0
10.0,1,-2.992739,3.554658,0.33920175,3.5228858,-0.6565279,0.8461906,-0.6083929,2.6694245,-2.0638022,0.07903823,-5.2069354,0
2.0,2,-2.4349024,-2.5627248,7.9441223,2.9901423,-2.0502024,-1.7605307,-2.090043,1.8071977,-0.31569648,0.18214095,-2.6485162,1
2.0,2,-2.4349024,-2.562725,7.9441214,2.9901419,-2.0502021,-1.7605312,-2.0900428,1.8071983,-0.3156961,0.1821411,-2.6485162,1
2.0,2,-2.4349031,-2.5627255,7.9441214,2.9901412,-2.0502026,-1.7605307,-2.0900426,1.8071991,-0.31569624,0.18214104,-2.6485157,1
2.0,2,-2.4349022,-2.5627248,7.9441214,2.9901423,-2.0502021,-1.7605311,-2.090043,1.8071977,-0.31569615,0.1821408,-2.6485164,1
2.0,2,-2.4349031,-2.5627253,7.9441214,2.9901419,-2.0502028,-1.7605308,-2.0900428,1.8071994,-0.31569603,0.18214098,-2.6485162,1
2.0,2,-2.4349027,-2.5627253,7.9441214,2.9901419,-2.0502024,-1.7605311,-2.0900428,1.807199,-0.31569597,0.18214098,-2.6485162,1
0.0,2,-1.0535499,0.011727683,7.0961695,2.3857248,-1.9993784,-0.47771522,-3.7393374,-0.28303507,2.6382952,-1.1628729,-3.867622,0
0.0,2,-1.0458934,0.020906828,7.102582,2.3914003,-2.0062323,-0.4750624,-3.7380505,-0.2983561,2.6302884,-1.1651229,-3.8723032,0
0.0,2,-1.0435748,0.021673374,7.102441,2.392807,-2.0062027,-0.47502652,-3.738856,-0.30194378,2.6318836,-1.1663738,-3.8724253,0
0.0,2,-1.0428139,0.022301666,7.102991,2.3934875,-2.0069823,-0.47490445,-3.7387848,-0.3035399,2.631445,-1.1666442,-3.8725967,0
0.0,2,-1.0446855,0.021290295,7.1034384,2.392767,-2.0080667,-0.47512904,-3.7380145,-0.30122375,2.6303456,-1.1657304,-3.8717268,0
0.0,2,-1.0561593,0.009221844,7.0936546,2.382339,-1.9952855,-0.47819117,-3.7400308,-0.27673903,2.6405435,-1.1619246,-3.8668957,0
9.0,7,-2.3569903,-0.10096348,-0.69090474,-0.61591315,-1.2129725,-0.56437516,-2.3355007,8.104667,1.053405,-1.7201018,-0.30421343,0
9.0,7,-2.351325,-0.09214545,-0.6764444,-0.61987,-1.2189437,-0.5734849,-2.3492246,8.097205,1.0579548,-1.7173885,-0.3071351,0
9.0,7,-2.3618114,-0.11094303,-0.6938319,-0.6125705,-1.2122045,-0.5562906,-2.326822,8.109841,1.0561149,-1.7218014,-0.30409306,0
9.0,7,-2.3633401,-0.11375678,-0.69522035,-0.6109035,-1.2118285,-0.55430615,-2.3234005,8.113036,1.0532739,-1.7205857,-0.30501097,0
9.0,7,-2.353738,-0.09682842,-0.6797702,-0.61875933,-1.2176489,-0.5690443,-2.3446717,8.098817,1.0608573,-1.719867,-0.30570972,0
9.0,7,-2.3590734,-0.10679161,-0.68956965,-0.6156465,-1.2141824,-0.5599325,-2.3331685,8.104587,1.06201,-1.7231458,-0.30301926,0
2.0,2,-3.7431717,-0.8027259,7.5095983,-0.7470293,-1.5030763,3.815239,1.4304104,0.58624583,-3.1795304,-0.45155892,-2.491539,1
2.0,2,-3.743172,-0.8027257,7.509598,-0.74703,-1.5030768,3.8152401,1.4304099,0.5862469,-3.17953,-0.45155966,-2.4915385,1
2.0,2,-3.7431712,-0.80272573,7.5095983,-0.74702996,-1.5030768,3.8152392,1.4304106,0.5862459,-3.1795306,-0.45155898,-2.4915392,1
2.0,2,-3.743172,-0.8027252,7.509597,-0.7470309,-1.503077,3.815241,1.4304123,0.5862451,-3.1795297,-0.45155963,-2.4915388,1
2.0,2,-3.7431712,-0.80272555,7.5095983,-0.7470295,-1.5030767,3.8152392,1.4304096,0.5862458,-3.179531,-0.4515586,-2.4915392,1
2.0,2,-3.7431717,-0.80272555,7.509598,-0.7470307,-1.5030768,3.8152404,1.4304116,0.58624613,-3.1795297,-0.45155948,-2.491539,1
5.0,5,-3.3980699,1.7345874,0.13012636,-3.262394,-2.7851207,6.1332173,5.354559,-0.33471268,-0.21806994,-2.454493,-0.49254453,1
5.0,5,-3.3980699,1.7345878,0.13012308,-3.2623937,-2.7851207,6.133217,5.3545604,-0.3347122,-0.2180691,-2.454494,-0.49254304,1
5.0,5,-3.39807,1.7345876,0.13012728,-3.262394,-2.7851207,6.133218,5.354559,-0.33471277,-0.21807078,-2.4544926,-0.4925446,1
5.0,5,-3.3980694,1.7345877,0.13012412,-3.262394,-2.785121,6.133217,5.35456,-0.33471227,-0.21806934,-2.4544938,-0.4925435,1
5.0,5,-3.39807,1.7345868,0.13012329,-3.2623937,-2.7851207,6.1332164,5.354561,-0.33471155,-0.21806827,-2.4544942,-0.4925431,1
5.0,5,-3.3980694,1.7345865,0.1301234,-3.2623935,-2.7851207,6.1332164,5.354561,-0.33471242,-0.21806875,-2.4544938,-0.4925434,1
8.0,2,-0.8457645,4.034219,4.869337,2.206212,-2.9932506,0.09504474,-5.3654757,-0.8560756,-0.8428505,-1.313686,-2.4121265,0
8.0,2,-0.7326813,3.9968066,4.9185324,2.035802,-3.0303216,-0.17208725,-5.4500732,-0.73009926,-0.8715999,-1.1719226,-2.3056598,0
8.0,2,-0.6038093,3.9221802,4.987042,1.9112831,-3.0596855,-0.4435781,-5.5221577,-0.628579,-0.89495534,-1.0436295,-2.2138572,0
8.0,2,-0.6273775,3.9023225,4.937029,1.9254036,-3.055503,-0.4416099,-5.5318575,-0.5151161,-0.91762066,-1.0535473,-2.2056193,0
8.0,2,-0.6896812,3.9033132,5.008381,2.0415895,-3.0533888,-0.26297346,-5.4635277,-0.69620407,-0.9020816,-1.1353458,-2.2806585,0
8.0,2,-0.7595594,3.8372746,5.030183,2.2226496,-3.0514386,-0.10058545,-5.4078774,-0.73730284,-0.9128667,-1.2280866,-2.3570042,0
2.0,2,-2.6854806,0.2671948,8.13178,-0.812566,-1.8853774,2.7747111,-0.587196,0.33838525,-3.4557152,-0.20145637,-2.6440854,1
2.0,2,-2.6854813,0.2671944,8.13178,-0.8125661,-1.8853778,2.7747116,-0.58719605,0.33838707,-3.4557152,-0.20145652,-2.644086,1
2.0,2,-2.6854818,0.26719433,8.13178,-0.81256664,-1.8853778,2.7747126,-0.58719486,0.3383863,-3.4557147,-0.2014569,-2.6440854,1
2.0,2,-2.6854818,0.26719406,8.13178,-0.8125664,-1.885378,2.7747118,-0.5871954,0.3383869,-3.4557147,-0.20145705,-2.6440854,1
2.0,2,-2.6854813,0.26719427,8.131779,-0.8125666,-1.8853778,2.7747123,-0.5871948,0.33838636,-3.455715,-0.20145682,-2.6440856,1
2.0,2,-2.6854808,0.26719475,8.13178,-0.81256586,-1.8853774,2.7747114,-0.587196,0.33838543,-3.4557152,-0.20145628,-2.644086,1
10.0,10,-2.723366,-1.4583893,-0.9887502,-0.94702685,-2.2288637,-1.9958612,-1.4628472,-1.2128879,4.701643,-2.2724254,7.4892488,1
