role,class_name,label,f0,f1,f2,f3,f4,f5,f6
pseudo,question mark,1,0.6626022213093711,0.8,0.17507622750241997,0.8,0.16360568449635993,0.7345703558557338,0.8319455607804496
pseudo,question mark,1,0.6943083495183268,1.0,0.1805804317387291,1.0,0.1832373264387803,0.7079126014377288,0.8147347116850935
pseudo,question mark,1,0.8539000545529113,1.0,0.17396690900388892,1.0,0.24969090193190374,0.7671080461392231,0.798305842350641
pseudo,question mark,1,0.6185993150833241,1.0,0.18133296555427686,1.0,0.1965300137956157,0.7424154783622565,0.8044256959323777
real_missing,infinity,1,0.8544954649785929,0.8,0.1882740557193756,0.8,0.18803398311138153,0.665328860282898,0.7739835977554321
pseudo,infinity,1,0.8662640443608834,1.0,0.20220399211172838,1.0,0.33205093526578244,0.741363605028853,0.8462697314427919
pseudo,infinity,1,0.8045316932986044,1.0,0.20249001072110348,1.0,0.361944289713897,0.833528791403228,0.8576770560787212
pseudo,infinity,1,0.9321785814354431,1.0,0.22385556717033844,1.0,0.40650503851693626,0.7556009865207299,0.8683799067134078
pseudo,infinity,1,0.8186687717748733,1.0,0.1952049545659237,1.0,0.3275960882207187,0.8096362492181491,0.8380150896207686
pseudo,infinity,1,1.0328930891942858,1.0,0.21488125398458405,1.0,0.3974461226981204,0.7872792021192229,0.9215857874933218
pseudo,infinity,1,0.8310811306364576,1.0,0.20574139395060187,1.0,0.3724021465420765,0.8174163720046241,0.8451746388293773
pseudo,infinity,1,1.2207239110647428,1.0,0.21813235891151472,1.0,0.5163751867789943,0.8575390265385117,0.9073563418473668
pseudo,infinity,1,0.9133197808763832,1.0,0.21637520411260755,1.0,0.4243943603275799,0.8170303259924041,0.8735705815328457
pseudo,infinity,1,0.8599533619599027,1.0,0.19935452576054263,1.0,0.32512169985692324,0.7626240651074753,0.8374935927013286
pseudo,infinity,1,1.1050717139792794,1.0,0.2068350212928952,1.0,0.41769866449335885,0.8315980586652595,0.8556321639938106
pseudo,infinity,1,0.7136697765826475,1.0,0.2041258089742773,1.0,0.3267453137784768,0.8130433800008531,0.9227565518499804
pseudo,infinity,1,0.7337697200928128,1.0,0.2158934659289408,1.0,0.4277441840955348,0.7602347534475201,0.905758772047148
pseudo,infinity,1,0.9105607288558749,1.0,0.20399200788948507,1.0,0.35506288168691674,0.7296163068351047,0.8652366939376119
pseudo,infinity,1,0.647657090255632,1.0,0.1954968761538855,1.0,0.30176053073849735,0.8032000211033541,0.8202021673049051
pseudo,infinity,1,0.9124260092568033,1.0,0.20425423510004964,1.0,0.4126767615559307,0.8154352306047906,0.845286498518387
pseudo,infinity,1,0.9654523115514291,1.0,0.2122700951638367,1.0,0.4263481729628785,0.8405181129898142,0.8744462711595435
pseudo,infinity,1,1.049461812054534,1.0,0.2076561338418575,1.0,0.389257969241113,0.809320461291983,0.8900565483380318
pseudo,infinity,1,1.064818781643321,1.0,0.21398278618198333,1.0,0.4127237136646481,0.821592820253273,0.8793142789849459
pseudo,infinity,1,0.8863482320454154,1.0,0.21688853985475537,1.0,0.41897434265557515,0.8099205471033786,0.8520436901965408
pseudo,infinity,1,0.6403019817135365,1.0,0.2027262130287169,1.0,0.31710718340430877,0.7745374731218017,0.8532320653676709
pseudo,infinity,1,0.9165346449969072,1.0,0.19077271484104222,1.0,0.2993052043680017,0.8209425463166097,0.8502565817986638
pseudo,infinity,1,0.8893858065259714,1.0,0.20767937979206672,1.0,0.3197986648864224,0.8571690281536712,0.8633159150263207
pseudo,infinity,1,1.0083195425056186,1.0,0.20936403344130916,1.0,0.3842488543786919,0.7889757952003514,0.8905324419982649
pseudo,infinity,1,0.9710192907231836,1.0,0.20088185001146477,1.0,0.40415343427331607,0.8333273293848346,0.870179477084159
pseudo,infinity,1,1.3341189267523763,1.0,0.2195490013826819,1.0,0.4653643955094456,0.8442731492878132,0.9367496166875501
pseudo,infinity,1,0.5570406570872428,1.0,0.19617169526542608,1.0,0.25387671190728567,0.7277265822100618,0.8648655266383366
pseudo,infinity,1,0.9623908793406798,1.0,0.20973288701332932,1.0,0.4163514927217501,0.8436790874816661,0.8554911392827931
pseudo,infinity,1,0.6774920517440228,0.8,0.18659706549650767,0.8,0.29001449359423426,0.8146359831071929,0.843677735003226
pseudo,infinity,1,0.6030400454602939,1.0,0.19520104858794796,1.0,0.3019790046376726,0.7835510615099601,0.8135713003938989
pseudo,infinity,1,0.8349676454973605,1.0,0.211773262118175,1.0,0.4216697776595818,0.8074240675238759,0.8526290574056987
pseudo,infinity,1,1.092589332321452,1.0,0.21714791042182977,1.0,0.3902193582188303,0.7515105650507037,0.9367277283241133
pseudo,infinity,1,0.681080809373906,1.0,0.19311042064760126,1.0,0.32903589925987325,0.7929618939322433,0.8305643907727956
pseudo,infinity,1,0.9432939712271136,1.0,0.21457031702505253,1.0,0.3957784792710825,0.7791467531503831,0.9073668770686397
pseudo,infinity,1,1.0548434768510457,1.0,0.2112185579837873,1.0,0.43807961204545337,0.8112609728699199,0.9227238834137059
pseudo,infinity,1,0.893624709031726,1.0,0.2087896512488714,1.0,0.3961626104818912,0.8485331243308749,0.870217016397774
pseudo,infinity,1,0.5902218661786408,1.0,0.20054601569954525,1.0,0.33977478535382577,0.8056253374808059,0.8183377214061677
pseudo,infinity,1,0.8778108829575189,1.0,0.22147759930553496,1.0,0.4487408092401955,0.8460945791380774,0.8726419102594053
pseudo,infinity,1,0.817984383191072,1.0,0.20578796361231527,1.0,0.34850265402375424,0.8067861247064235,0.865035229908663
pseudo,infinity,1,0.877569650360788,1.0,0.20615101167003033,1.0,0.4104831170449879,0.833191668301883,0.8436423629779141
pseudo,infinity,1,1.0460204619553901,1.0,0.2064664154304313,1.0,0.3518499153140174,0.7460095336200271,0.9021214989077332
fake_existing,0,0,0.7014947041379717,0.6,0.22657489776611328,0.6,0.23681315779685974,0.84673672914505,0.9245485663414001
fake_existing,0,0,1.7929898713362107,1.0,0.28749361634254456,1.0,0.6406528353691101,0.9585862755775452,1.0861690044403076
fake_existing,0,0,1.2613311313679885,0.8,0.2606607675552368,0.8,0.4665434956550598,0.9465985298156738,1.031502604484558
fake_existing,0,0,1.8709853118075706,1.0,0.2904735505580902,1.0,0.7144356966018677,1.081101894378662,1.0932859182357788
fake_existing,0,0,2.2928367722187426,1.0,0.32196593284606934,1.0,0.9041956663131714,1.097244381904602,1.1661344766616821
fake_existing,0,0,1.5862415918639146,0.8,0.2799524664878845,0.8,0.6590636968612671,0.9727296233177185,1.0368492603302002
fake_existing,0,0,1.432085415979941,0.8,0.274468332529068,0.8,0.594966471195221,0.9590438604354858,1.000204086303711
fake_existing,0,0,1.9062094238605507,1.0,0.3001369833946228,1.0,0.7388592958450317,1.0958430767059326,1.1006829738616943
fake_existing,0,0,1.014277305784013,0.8,0.22956302762031555,0.8,0.33077430725097656,0.8303515315055847,0.9058704376220703
fake_existing,0,0,2.0953823992006817,1.0,0.2942781448364258,1.0,0.7333763241767883,1.04237961769104,1.1442285776138306
fake_existing,0,0,1.5246581343659762,0.8,0.27422064542770386,0.8,0.5490118265151978,0.9364266395568848,1.0679693222045898
fake_existing,0,0,2.1879056697191936,1.0,0.302845299243927,1.0,0.76007080078125,1.0616934299468994,1.1612719297409058
fake_existing,0,0,1.649486464320131,1.0,0.2800217568874359,1.0,0.6249566674232483,1.0372735261917114,1.0522360801696777
fake_existing,0,0,2.318453019178468,1.0,0.31563442945480347,1.0,0.9063544273376465,1.1347545385360718,1.1816318035125732
fake_existing,0,0,1.7328308326364372,0.8,0.29036906361579895,0.8,0.6764262318611145,0.9875545501708984,1.1087738275527954
fake_existing,0,0,1.1370564550175768,0.8,0.2528100311756134,0.8,0.46262773871421814,0.9422887563705444,0.9651343822479248
fake_existing,0,0,1.911147378679368,1.0,0.29233378171920776,1.0,0.7284989356994629,1.1057406663894653,1.1064237356185913
fake_existing,0,0,1.306393892842332,1.0,0.2639736533164978,1.0,0.5183475613594055,0.885892927646637,0.9732529520988464
fake_existing,0,0,1.352321899428045,0.8,0.20560336112976074,0.8,0.2617169916629791,0.87391597032547,0.9001274108886719
fake_existing,0,0,2.178707566865733,1.0,0.3157433867454529,1.0,0.8498610258102417,1.067380428314209,1.145161747932434
fake_existing,0,0,2.0470158797851985,1.0,0.3030761182308197,1.0,0.7938524484634399,1.0837048292160034,1.1260151863098145
fake_existing,0,0,2.1695012621776693,1.0,0.3024302124977112,1.0,0.7545208930969238,1.0824925899505615,1.1580578088760376
fake_existing,0,0,2.163323044100489,1.0,0.304386168718338,1.0,0.8074139356613159,1.109542727470398,1.1546896696090698
fake_existing,0,0,1.387616059905768,1.0,0.27101799845695496,1.0,0.5385335683822632,0.9882972836494446,1.0589417219161987
fake_existing,0,0,2.06382763541228,1.0,0.29422205686569214,1.0,0.6931537389755249,1.0563321113586426,1.1378004550933838
fake_existing,0,0,2.120837636268024,1.0,0.29881352186203003,1.0,0.77534419298172,1.1486352682113647,1.161271095275879
fake_existing,0,0,1.4699634099376955,0.8,0.25984951853752136,0.8,0.5015296936035156,0.9779585599899292,1.0219149589538574
fake_existing,0,0,2.1687181537512754,1.0,0.31623464822769165,1.0,0.8198261260986328,1.124159574508667,1.1256093978881836
fake_existing,0,0,1.3191694494968857,0.6,0.20775222778320312,0.6,0.2708912491798401,0.828018307685852,0.8876675963401794
fake_existing,0,0,2.1704982289996897,1.0,0.2980572283267975,1.0,0.7266502380371094,1.0160554647445679,1.1574536561965942
fake_existing,0,0,1.3240406666331612,0.8,0.26904135942459106,0.8,0.43393653631210327,0.910194993019104,0.9785324335098267
fake_existing,0,0,1.3397221055609354,0.8,0.2458128035068512,0.8,0.45553135871887207,0.8556762933731079,0.9823030829429626
fake_existing,0,0,2.15781088117567,1.0,0.3063180148601532,1.0,0.7689411044120789,1.1039618253707886,1.1265981197357178
fake_existing,0,0,1.2250404748831296,0.8,0.25587520003318787,0.8,0.4742012023925781,1.0351665019989014,1.077414870262146
fake_existing,0,0,1.289247404225291,0.6,0.21218068897724152,0.6,0.30707964301109314,0.8270804286003113,0.8884825706481934
fake_existing,0,0,2.117384147158508,1.0,0.3089783787727356,1.0,0.8186500668525696,1.060559868812561,1.1344701051712036
fake_existing,0,0,1.5213897290814675,1.0,0.2568903863430023,1.0,0.5380533337593079,1.0299153327941895,1.0572221279144287
fake_existing,0,0,2.0579767371271127,1.0,0.30028560757637024,1.0,0.7026570439338684,1.0293017625808716,1.1299115419387817
fake_existing,0,0,1.1474906046871076,0.8,0.26142382621765137,0.8,0.4957297444343567,1.0425748825073242,1.0597816705703735
fake_existing,0,0,2.1118384627654754,1.0,0.30163174867630005,1.0,0.7299345135688782,1.0746381282806396,1.1440789699554443
fake_existing,1,0,2.3257537688093306,1.0,0.31174013018608093,1.0,0.7745674252510071,1.1549386978149414,1.165398120880127
fake_existing,1,0,2.323146781112775,1.0,0.313424676656723,1.0,0.804924488067627,1.1513710021972656,1.173251986503601
fake_existing,1,0,2.2059349662123604,1.0,0.30206698179244995,1.0,0.7419689297676086,1.1018298864364624,1.1104718446731567
fake_existing,1,0,1.7364063295317016,1.0,0.28303807973861694,1.0,0.5776005983352661,1.0408774614334106,1.0860919952392578
fake_existing,1,0,1.4777755660259688,0.8,0.2584371566772461,0.8,0.4794597625732422,0.8994889259338379,0.9136592149734497
fake_existing,1,0,2.196005258892365,1.0,0.31412991881370544,1.0,0.8244919776916504,1.1512516736984253,1.162541389465332
fake_existing,1,0,2.19471947453256,1.0,0.31019720435142517,1.0,0.7797443866729736,1.1671801805496216,1.1718978881835938
fake_existing,1,0,2.1206082295175115,1.0,0.2951907813549042,1.0,0.6831952929496765,1.0658479928970337,1.099965214729309
fake_existing,1,0,2.2245981506476085,1.0,0.31319794058799744,1.0,0.8194732666015625,1.1432963609695435,1.1701197624206543
fake_existing,1,0,1.8972038180288728,1.0,0.29459667205810547,1.0,0.6489710807800293,1.109989881515503,1.119369626045227
fake_existing,1,0,2.257709166667439,1.0,0.3230997920036316,1.0,0.8330371975898743,1.1659746170043945,1.1699596643447876
fake_existing,1,0,1.4675857986392937,0.8,0.2395450621843338,0.8,0.39187365770339966,0.8597968816757202,0.9665768146514893
fake_existing,1,0,1.791726288201538,1.0,0.2808806896209717,1.0,0.5916171073913574,1.078539252281189,1.1201510429382324
fake_existing,1,0,1.9747082203401778,1.0,0.2887638211250305,1.0,0.5820249319076538,1.078437089920044,1.082316279411316
fake_existing,1,0,1.5170051097938515,0.8,0.2691298723220825,0.8,0.4390314221382141,0.9324068427085876,1.0720634460449219
fake_existing,1,0,1.75176907488281,1.0,0.2863841652870178,1.0,0.5766311883926392,1.0429143905639648,1.0892778635025024
fake_existing,1,0,1.7008176054680928,1.0,0.27745068073272705,1.0,0.530840277671814,1.0673760175704956,1.080082654953003
fake_existing,1,0,2.2799052493936514,1.0,0.30815958976745605,1.0,0.7068203687667847,1.108811616897583,1.1450027227401733
fake_existing,1,0,2.3320043807638244,1.0,0.3202331066131592,1.0,0.8664101362228394,1.189824104309082,1.1923999786376953
fake_existing,1,0,1.9966295696488765,1.0,0.2882104516029358,1.0,0.6566486358642578,1.0864996910095215,1.0999650955200195
fake_existing,1,0,2.125071367335919,1.0,0.3180996775627136,1.0,0.8223317861557007,1.1414470672607422,1.1428698301315308
fake_existing,1,0,2.425753600133032,1.0,0.3227614164352417,1.0,0.9117770195007324,1.1967144012451172,1.1976064443588257
fake_existing,1,0,2.2425233726607203,1.0,0.31055378913879395,1.0,0.8088697195053101,1.164162516593933,1.1741818189620972
fake_existing,1,0,1.956149160074896,1.0,0.3017682433128357,1.0,0.6640607118606567,1.0629878044128418,1.1375154256820679
fake_existing,1,0,1.976241481420686,1.0,0.30074360966682434,1.0,0.6884269118309021,1.054635763168335,1.1052325963974
fake_existing,1,0,2.071128163130017,1.0,0.3033352494239807,1.0,0.6974527835845947,1.0967198610305786,1.1807944774627686
fake_existing,1,0,2.3521967206882923,1.0,0.30587038397789,1.0,0.73000568151474,1.1524102687835693,1.169981837272644
fake_existing,1,0,2.1944381181222172,1.0,0.3177357017993927,1.0,0.82646644115448,1.15871262550354,1.1920361518859863
fake_existing,1,0,2.313957021173283,1.0,0.31018775701522827,1.0,0.7841232419013977,1.138358235359192,1.1915690898895264
fake_existing,1,0,2.202207627696346,1.0,0.3127642571926117,1.0,0.7726348042488098,1.1696900129318237,1.17555570602417
fake_existing,1,0,1.548324310647544,0.8,0.2732362747192383,0.8,0.5658524632453918,1.0809860229492188,1.0849562883377075
fake_existing,1,0,1.6120174239839227,1.0,0.27954235672950745,1.0,0.5833582878112793,1.0547376871109009,1.1066255569458008
fake_existing,1,0,1.8496646987670675,1.0,0.28183111548423767,1.0,0.5977784395217896,1.0843009948730469,1.115013599395752
fake_existing,1,0,2.3882626761604393,1.0,0.3144424557685852,1.0,0.7466298341751099,1.1645281314849854,1.1723442077636719
fake_existing,1,0,1.5025584420236537,0.8,0.2518482506275177,0.8,0.45320358872413635,0.9628328084945679,1.0227293968200684
fake_existing,1,0,2.1442203299253126,1.0,0.30361127853393555,1.0,0.739244818687439,1.093029499053955,1.1885381937026978
fake_existing,1,0,1.7709782518003627,1.0,0.2976565957069397,1.0,0.6303678750991821,1.0615215301513672,1.101414680480957
fake_existing,1,0,2.491878902546162,1.0,0.32977068424224854,1.0,0.8686200976371765,1.1764739751815796,1.2017937898635864
fake_existing,1,0,2.462784486113809,1.0,0.32371121644973755,1.0,0.8685768842697144,1.1237257719039917,1.1743265390396118
fake_existing,1,0,1.666447394435186,0.8,0.28480416536331177,0.8,0.6197597980499268,1.0967473983764648,1.105201244354248
fake_existing,2,0,1.3128648608770799,1.0,0.2570466995239258,1.0,0.5293658375740051,1.0064444541931152,1.029510736465454
fake_existing,2,0,0.972804056276425,0.8,0.24295134842395782,0.8,0.4161892533302307,0.9277570247650146,0.9471693634986877
fake_existing,2,0,1.9640767886960853,1.0,0.28159505128860474,1.0,0.7081187963485718,1.0964796543121338,1.1144992113113403
fake_existing,2,0,0.931671259743909,0.8,0.2486031949520111,0.8,0.4579404890537262,0.9814587831497192,0.9962214827537537
fake_existing,2,0,1.5851474419785685,1.0,0.27456679940223694,1.0,0.6099920272827148,1.0183744430541992,1.0578913688659668
fake_existing,2,0,1.2498116527596819,0.8,0.23450851440429688,0.8,0.4817456305027008,1.012498378753662,1.0167146921157837
fake_existing,2,0,0.9202411559324588,0.8,0.23752352595329285,0.8,0.39672526717185974,0.8752727508544922,0.9286441802978516
fake_existing,2,0,1.9265958602291977,1.0,0.2830654978752136,1.0,0.7502180337905884,1.098077416419983,1.1102771759033203
fake_existing,2,0,0.8986093009631582,0.8,0.2109239548444748,0.8,0.21717920899391174,0.8908597230911255,0.9312179088592529
fake_existing,2,0,0.9012459415203178,0.8,0.23842985928058624,0.8,0.34655526280403137,0.9467741250991821,0.9660770297050476
fake_existing,2,0,1.9651979798586168,1.0,0.30795741081237793,1.0,0.8385505676269531,1.0629900693893433,1.0837206840515137
fake_existing,2,0,2.0450505545538933,1.0,0.29055532813072205,1.0,0.7343044281005859,1.0675510168075562,1.1247130632400513
fake_existing,2,0,1.0160763850782824,0.8,0.2399757206439972,0.8,0.4444155693054199,0.9672789573669434,1.007858157157898
fake_existing,2,0,0.7825772734647715,0.6,0.22139327228069305,0.6,0.2742803990840912,0.8908459544181824,0.9452188014984131
fake_existing,2,0,1.162375804346135,0.8,0.25228920578956604,0.8,0.48779648542404175,0.9719561338424683,1.0256015062332153
fake_existing,2,0,0.9124825408368545,0.6,0.23162052035331726,0.6,0.29685306549072266,0.9152789115905762,0.9776728749275208
fake_existing,2,0,0.9031342478259301,0.6,0.23906612396240234,0.6,0.3474035859107971,0.9599055051803589,1.0102699995040894
fake_existing,2,0,1.2353821167404333,0.8,0.24026396870613098,0.8,0.45811742544174194,0.9579424858093262,0.9742484092712402
