true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,correct
1.0,4,-0.71359223,3.540829,-3.95303,-1.5371587,8.905378,-0.47888672,-1.4512503,-0.90219253,-0.8036662,-1.7758188,-1.5446031,0
1.0,4,-0.7137198,3.5417535,-3.9531424,-1.537308,8.904715,-0.4788645,-1.4513798,-0.9023156,-0.8036876,-1.7759284,-1.5446129,0
5.0,5,-0.5085327,1.0329369,-1.3946999,-1.632965,2.5369322,7.789031,-2.098114,1.3162423,-1.1801722,-1.7327716,0.58691144,1
5.0,5,-0.5130328,1.0265667,-1.3780742,-1.6282241,2.5084426,7.8012767,-2.095583,1.3288615,-1.1785601,-1.7389777,0.5875915,1
5.0,5,-0.50891906,1.0347703,-1.3596944,-1.6305012,2.4697576,7.806165,-2.0943522,1.3406316,-1.1693567,-1.7592922,0.58328474,1
5.0,5,-0.5281411,0.9989412,-1.4069456,-1.6192302,2.5862422,7.791056,-2.0996604,1.3172653,-1.2027593,-1.694939,0.60369456,1
5.0,5,-0.5229242,0.99921143,-1.4017787,-1.6198375,2.583129,7.790033,-2.1009116,1.318319,-1.1994634,-1.7011153,0.60085094,1
5.0,5,-0.5145568,1.0236198,-1.3987554,-1.6291322,2.5497031,7.790911,-2.0978966,1.3159074,-1.1865281,-1.7215456,0.5913259,1
10.0,10,-3.2967463,-2.0576613,0.25767323,-1.3475617,-0.23870602,-1.9890151,-1.1515753,1.9926465,-0.9159122,1.4861814,8.723219,1
10.0,10,-3.413742,-1.9449527,0.2118794,-1.3567954,-0.49251834,-1.8591763,-1.1444381,1.9631702,-0.85353553,1.5296364,8.755151,1
10.0,10,-3.3172913,-1.9542753,0.26643214,-1.4577461,-0.6057453,-1.7993929,-1.2418562,2.2381828,-0.8024089,1.3753707,8.724826,1
10.0,10,-3.6961596,-1.4937476,0.060243435,-1.3080325,-1.2723888,-1.3795111,-1.4028251,1.64895,-0.24891752,0.8950962,9.444428,1
10.0,10,-3.49514,-1.6030958,0.08050721,-1.383501,-1.1197985,-1.3670359,-1.3055686,1.7745986,-0.44842318,0.9220783,9.316407,1
10.0,10,-3.5127795,-1.7746785,0.124196626,-1.5390753,-0.96733123,-1.6008224,-1.3680751,2.0802517,-0.54867876,1.4723881,8.898012,1
0.0,0,10.765562,-1.2376757,-0.65693825,0.31137487,-0.42104417,-0.5632504,-0.65278614,-1.3262103,-0.9880997,-0.40450802,-0.67902684,1
0.0,0,10.765543,-1.2377126,-0.6569429,0.3113983,-0.42101172,-0.5632576,-0.65279037,-1.326214,-0.988099,-0.40449983,-0.679001,1
0.0,0,10.765522,-1.2375581,-0.65696084,0.31145057,-0.42116052,-0.563195,-0.6528097,-1.3262621,-0.9880936,-0.40456888,-0.6789814,1
0.0,0,10.765466,-1.2377319,-0.65696484,0.31153744,-0.42104024,-0.5631877,-0.65282243,-1.3262479,-0.9880892,-0.40456745,-0.67884004,1
0.0,0,10.765522,-1.2377058,-0.6569531,0.31143016,-0.421027,-0.5632484,-0.65279526,-1.3262315,-0.98809516,-0.40450484,-0.67897713,1
0.0,0,10.76557,-1.237645,-0.65693927,0.31137523,-0.42107356,-0.56324005,-0.65278715,-1.3262159,-0.9880996,-0.40451962,-0.6790322,1
9.0,9,-2.1984568,-0.93552667,-0.67451954,-0.12899461,-1.6602863,-0.8463159,-2.206567,-2.650074,2.5861812,7.678567,-0.29152703,1
9.0,9,-2.1988316,-0.9361868,-0.6620807,-0.106677175,-1.6797659,-0.7872018,-2.2244542,-2.6294394,2.576444,7.653793,-0.2581725,1
9.0,9,-2.194013,-0.93611866,-0.67803526,-0.116752245,-1.6765172,-0.8175678,-2.1996472,-2.6577914,2.5828378,7.6699963,-0.27252972,1
9.0,9,-2.1948242,-0.94894016,-0.671364,-0.122256614,-1.6635106,-0.8304694,-2.151403,-2.6988204,2.5370681,7.708621,-0.28507775,1
9.0,9,-2.2436945,-0.95629215,-0.60845137,-0.11839268,-1.6283822,-0.7897705,-2.1898782,-2.6104262,2.4037826,7.751839,-0.23671108,1
9.0,9,-2.230587,-0.9543798,-0.61473435,-0.1233401,-1.6260539,-0.80959666,-2.2064698,-2.6145732,2.458947,7.7277007,-0.2640115,1
2.0,2,-0.2562224,-1.9153994,9.122538,-0.9344659,0.620258,-1.7346107,-1.6280966,-1.5688239,-1.3087053,-0.9845142,-0.98604333,1
2.0,2,-0.25622228,-1.915399,9.122538,-0.93446636,0.620258,-1.7346107,-1.6280966,-1.5688237,-1.3087056,-0.9845144,-0.9860432,1
2.0,2,-0.256222,-1.9153984,9.122538,-0.9344667,0.6202573,-1.7346107,-1.6280966,-1.568824,-1.3087057,-0.98451453,-0.9860431,1
2.0,2,-0.25622252,-1.9153991,9.122538,-0.93446577,0.6202579,-1.7346104,-1.6280968,-1.5688232,-1.3087053,-0.9845142,-0.98604333,1
2.0,2,-0.25622222,-1.9153986,9.122538,-0.93446684,0.6202578,-1.7346107,-1.6280966,-1.5688233,-1.3087056,-0.98451465,-0.9860431,1
2.0,2,-0.25622246,-1.915399,9.122538,-0.93446577,0.6202578,-1.7346106,-1.6280966,-1.5688236,-1.3087053,-0.9845142,-0.9860432,1
1.0,1,0.4080491,8.690855,-1.9859041,-2.356608,1.614456,-2.063064,-2.9323964,-1.5138348,-1.0549496,-1.9396031,-2.013513,1
1.0,1,0.40804863,8.690854,-1.9859043,-2.3566072,1.6144596,-2.0630634,-2.932396,-1.5138366,-1.0549501,-1.9396026,-2.0135136,1
1.0,1,0.40804616,8.69086,-1.985907,-2.3566048,1.6144584,-2.063062,-2.9323976,-1.5138414,-1.0549494,-1.9395999,-2.0135121,1
1.0,1,0.40804902,8.690856,-1.985906,-2.3566048,1.614465,-2.0630639,-2.9324005,-1.5138395,-1.0549502,-1.9396012,-2.01351,1
1.0,1,0.40804654,8.690857,-1.9859068,-2.3566053,1.6144621,-2.0630627,-2.9323947,-1.5138398,-1.0549499,-1.9396012,-2.0135145,1
1.0,1,0.40804803,8.690858,-1.9859036,-2.3566082,1.6144526,-2.0630643,-2.932396,-1.5138346,-1.0549502,-1.9396023,-2.0135124,1
3.0,3,1.3575428,-1.4997907,-1.4205955,7.563864,-0.6417055,-0.8010159,-0.97394925,-2.6479352,0.5597359,-1.4105749,1.0343344,1
3.0,3,1.3575366,-1.4997829,-1.4205933,7.563859,-0.6417148,-0.8010132,-0.9739469,-2.6479335,0.5597334,-1.410576,1.0343338,1
3.0,3,1.3575015,-1.4997295,-1.4205874,7.5638223,-0.64177907,-0.8009986,-0.97392863,-2.6479325,0.55971634,-1.4105788,1.0343363,1
3.0,3,1.3575141,-1.4997607,-1.4205898,7.563851,-0.6417449,-0.8010055,-0.97394073,-2.647935,0.5597303,-1.410576,1.0343342,1
3.0,3,1.3575327,-1.4997816,-1.4205937,7.5638595,-0.64171493,-0.80101377,-0.97394633,-2.6479342,0.55973274,-1.4105754,1.0343348,1
3.0,3,1.3575437,-1.49979,-1.4205956,7.563862,-0.64170825,-0.8010144,-0.97394896,-2.647935,0.55973583,-1.4105743,1.0343348,1
8.0,8,-0.6662876,-1.4286587,-2.2343986,-0.83219063,0.11842821,-1.5806726,-3.1704674,-0.10970363,8.184624,1.4435807,-1.6690774,1
8.0,8,-0.6662881,-1.4286588,-2.234399,-0.83219063,0.11842839,-1.5806727,-3.1704676,-0.1097035,8.184623,1.4435807,-1.6690779,1
8.0,8,-0.6662876,-1.4286587,-2.234399,-0.83219063,0.1184284,-1.5806727,-3.1704676,-0.10970342,8.184623,1.4435806,-1.6690778,1
8.0,8,-0.66628796,-1.4286586,-2.2343986,-0.8321905,0.118428536,-1.5806727,-3.170468,-0.10970315,8.184624,1.443581,-1.6690773,1
8.0,8,-0.66628784,-1.4286587,-2.234399,-0.83219075,0.1184284,-1.5806726,-3.1704674,-0.1097033,8.184623,1.4435807,-1.6690776,1
8.0,8,-0.6662882,-1.4286588,-2.2343986,-0.8321905,0.11842846,-1.5806725,-3.1704676,-0.10970369,8.184623,1.4435807,-1.6690774,1
5.0,5,-1.0125313,-0.9478967,-0.60663027,-0.5576872,-2.1952043,11.061126,0.5127263,0.23113379,-0.56742847,0.12341508,-0.19334494,1
5.0,5,-1.0119271,-0.9484072,-0.60632724,-0.55714655,-2.1951528,11.060848,0.5116237,0.23109594,-0.5678603,0.12508003,-0.19283308,1
5.0,5,-1.0089931,-0.9464085,-0.6047505,-0.5562098,-2.196487,11.060775,0.5046385,0.23068014,-0.5672843,0.12689672,-0.18884349,1
5.0,5,-1.0139549,-0.94573826,-0.6077828,-0.55754083,-2.1998553,11.060758,0.5123269,0.22888672,-0.5672516,0.12783945,-0.19194822,1
5.0,5,-1.0135758,-0.94832337,-0.60760766,-0.55668867,-2.1982486,11.060084,0.51283187,0.22938716,-0.5686106,0.13051037,-0.19263706,1
5.0,5,-1.01313,-0.94751155,-0.6070981,-0.5575921,-2.1966028,11.060928,0.5129562,0.2304165,-0.5675343,0.12518674,-0.19309688,1
9.0,9,-2.1668317,-0.66154855,-0.7466858,-0.3958943,-1.4945563,-0.64004815,-1.5602498,-2.0326774,0.19255883,8.803017,-0.75429046,1
9.0,9,-2.0847332,-0.6709453,-0.7752865,-0.37569132,-1.487494,-0.62172717,-1.5430937,-2.1079028,0.23907292,8.79126,-0.81804776,1
9.0,9,-2.071029,-0.6920415,-0.78229827,-0.39226747,-1.4774177,-0.6705672,-1.392262,-2.3135347,0.16686887,8.868164,-0.781649,1
9.0,9,-2.141375,-0.7228973,-0.6440033,-0.36595374,-1.3324926,-0.68123716,-1.4555843,-2.227,-0.052815236,8.9527235,-0.77740633,1
9.0,9,-2.3422635,-0.72155464,-0.5661476,-0.34284592,-1.3686715,-0.548318,-1.6063161,-1.8565322,-0.19971862,8.907059,-0.53801966,1
9.0,9,-2.2838488,-0.696703,-0.62152684,-0.36748075,-1.3940578,-0.61265093,-1.6250535,-1.8816723,-0.035030127,8.857943,-0.6464031,1
8.0,8,-1.3113096,-0.66490644,-2.003835,-0.7210245,-0.67170787,-1.765599,-1.585076,-1.8167146,9.289658,-0.9499422,-1.2450573,1
8.0,8,-1.3113096,-0.6649065,-2.0038347,-0.7210241,-0.67170763,-1.765599,-1.5850763,-1.8167154,9.289658,-0.9499422,-1.2450573,1
8.0,8,-1.3113093,-0.664907,-2.003835,-0.72102386,-0.6717075,-1.7655989,-1.5850768,-1.8167152,9.289659,-0.9499419,-1.2450572,1
8.0,8,-1.3113093,-0.6649064,-2.0038345,-0.7210241,-0.67170805,-1.7655989,-1.5850768,-1.8167148,9.28966,-0.9499422,-1.2450572,1
8.0,8,-1.3113098,-0.6649065,-2.0038342,-0.7210241,-0.6717077,-1.7655989,-1.5850768,-1.8167151,9.2896595,-0.9499421,-1.2450572,1
8.0,8,-1.3113096,-0.66490674,-2.0038345,-0.72102404,-0.67170787,-1.7655993,-1.585077,-1.8167151,9.28966,-0.9499422,-1.2450573,1
2.0,2,-0.7353695,-1.3303727,8.969026,-1.4101396,-0.47064772,-1.553717,-0.695538,-1.5254035,-0.66122246,-1.4741031,-1.6006683,1
2.0,2,-0.7353694,-1.3303727,8.969025,-1.4101403,-0.47064748,-1.5537171,-0.6955376,-1.5254035,-0.6612223,-1.4741029,-1.6006684,1
2.0,2,-0.73536927,-1.3303725,8.969025,-1.4101403,-0.47064736,-1.553717,-0.69553775,-1.5254036,-0.6612226,-1.4741027,-1.6006684,1
2.0,2,-0.7353693,-1.330372,8.969025,-1.4101403,-0.47064814,-1.5537168,-0.6955369,-1.525404,-0.6612226,-1.4741035,-1.6006687,1
2.0,2,-0.7353692,-1.330372,8.969025,-1.4101408,-0.4706479,-1.5537175,-0.6955372,-1.5254035,-0.6612226,-1.4741032,-1.6006684,1
2.0,2,-0.7353695,-1.3303726,8.969025,-1.4101399,-0.47064766,-1.553717,-0.6955374,-1.5254039,-0.6612219,-1.4741031,-1.6006682,1
8.0,8,-1.4114268,-0.87170947,-1.9502689,-0.66493523,-0.5440646,-1.9838212,-1.3775934,-1.4462999,9.176794,-0.74698603,-1.7138816,1
8.0,8,-1.4114265,-0.87170917,-1.9502674,-0.664935,-0.5440645,-1.9838214,-1.3775947,-1.4463004,9.176794,-0.7469858,-1.7138816,1
8.0,8,-1.4114265,-0.8717097,-1.9502672,-0.66493493,-0.5440641,-1.9838214,-1.3775954,-1.4463001,9.176795,-0.74698555,-1.7138813,1
8.0,8,-1.4114265,-0.8717094,-1.9502672,-0.6649345,-0.5440641,-1.9838209,-1.3775954,-1.4463003,9.176795,-0.7469857,-1.7138815,1
8.0,8,-1.4114263,-0.87170947,-1.950267,-0.66493475,-0.5440641,-1.9838212,-1.3775957,-1.4463003,9.176795,-0.74698555,-1.7138811,1
8.0,8,-1.4114263,-0.8717089,-1.9502681,-0.66493523,-0.5440647,-1.9838212,-1.3775945,-1.4462999,9.176795,-0.746986,-1.7138814,1
7.0,7,-0.6671424,-0.52826446,-1.373873,-1.6802863,-0.4150765,0.041419778,-0.7675122,10.174264,-2.557431,-1.1477306,0.41411033,1
7.0,7,-0.6674643,-0.5279083,-1.3747226,-1.6798899,-0.41485298,0.041094925,-0.7676813,10.174285,-2.5567324,-1.1475772,0.4134561,1
7.0,7,-0.6654334,-0.5313734,-1.3738507,-1.6802263,-0.41285396,0.040124636,-0.76709753,10.174709,-2.5576959,-1.1468095,0.41360822,1
7.0,7,-0.6666311,-0.5300935,-1.375928,-1.679185,-0.41264215,0.0397983,-0.7676349,10.174631,-2.5557876,-1.1466004,0.41215888,1
7.0,7,-0.6643287,-0.5325521,-1.3726419,-1.6806091,-0.41260728,0.040405262,-0.76690483,10.17483,-2.5583124,-1.147084,0.41356203,1
7.0,7,-0.6661924,-0.5295353,-1.3735017,-1.6804484,-0.41426495,0.040854443,-0.76731986,10.174463,-2.5577695,-1.1475226,0.41391054,1
6.0,6,-0.95782197,-2.8638146,-1.6588188,-1.3991386,-1.4921575,-0.8442234,8.381873,-1.7799513,-0.08413453,-0.18386537,-1.4910182,1
6.0,6,-0.95782244,-2.8638148,-1.6588186,-1.3991383,-1.4921582,-0.8442229,8.381873,-1.7799509,-0.08413453,-0.18386549,-1.4910182,1
6.0,6,-0.95782197,-2.8638165,-1.6588186,-1.3991383,-1.4921569,-0.8442226,8.381873,-1.7799516,-0.08413314,-0.18386509,-1.4910183,1
6.0,6,-0.95782244,-2.8638144,-1.6588186,-1.3991381,-1.4921584,-0.8442228,8.381873,-1.7799512,-0.08413441,-0.18386528,-1.4910179,1
6.0,6,-0.95782244,-2.8638148,-1.6588184,-1.3991381,-1.4921584,-0.8442224,8.381873,-1.7799512,-0.08413443,-0.18386534,-1.4910182,1
6.0,6,-0.95782214,-2.8638146,-1.6588186,-1.3991386,-1.492158,-0.84422314,8.381873,-1.7799509,-0.08413494,-0.1838655,-1.4910179,1
4.0,4,-0.29990816,-0.8070497,-1.5337417,-0.49315956,10.946811,-1.3689349,-1.5413835,-0.59580755,-0.5996222,-1.4456446,-1.0207654,1
4.0,4,-0.29993165,-0.80710816,-1.5337609,-0.49312028,10.946826,-1.3689464,-1.5413471,-0.59581125,-0.59962994,-1.4456241,-1.0207474,1
4.0,4,-0.2998631,-0.80663085,-1.5337428,-0.4933951,10.946749,-1.368895,-1.5414859,-0.59584975,-0.5996136,-1.445768,-1.0208297,1
4.0,4,-0.29992294,-0.8075031,-1.5336413,-0.49292704,10.946867,-1.3690227,-1.5413189,-0.5957667,-0.5996362,-1.4455354,-1.0206712,1
4.0,4,-0.29991496,-0.8067015,-1.5338075,-0.49333164,10.946769,-1.3688958,-1.5414369,-0.5958485,-0.59962535,-1.4457268,-1.0208029,1
4.0,4,-0.29990676,-0.8070994,-1.53372,-0.49313566,10.946815,-1.3689481,-1.5413841,-0.59580183,-0.59962416,-1.4456336,-1.020751,1
10.0,10,-0.393107,-0.23974845,-0.97133744,-0.7059496,-0.2176809,-1.8046479,-0.914056,-1.930957,0.33603334,-3.4243627,10.567156,1
10.0,10,-0.42626706,-0.044483885,-0.92206883,-0.7342725,-0.3524515,-1.7957387,-0.94087523,-1.983234,0.33687887,-3.4853666,10.502981,1
10.0,10,-0.43725118,-0.10617707,-0.97182995,-0.6753826,-0.31565967,-1.7875794,-0.9283922,-2.0130763,0.35428432,-3.4425442,10.529223,1
10.0,10,-0.4491126,-0.0070609823,-0.90921205,-0.732809,-0.39364251,-1.779047,-0.935138,-2.0034394,0.34744397,-3.4981477,10.491386,1
10.0,10,-0.395798,0.24678147,-0.92721844,-0.7511099,-0.5376463,-1.6546481,-0.9751354,-2.1332567,0.35198686,-3.5670476,10.381222,1
10.0,10,-0.48919672,0.057679377,-0.84453136,-0.81530386,-0.49203035,-1.747437,-0.9081052,-1.9732519,0.34987256,-3.540602,10.467505,1
3.0,3,-2.482902,-1.2583878,-0.9096361,10.132704,-0.4780467,-0.73429567,-0.6483694,-0.7768158,0.05672218,-1.0140756,-1.4489276,1
3.0,3,-2.482901,-1.2583869,-0.90963656,10.132703,-0.47804567,-0.7342955,-0.6483688,-0.77681446,0.056720845,-1.0140781,-1.4489287,1
3.0,3,-2.4829013,-1.2583829,-0.9096383,10.132703,-0.47805092,-0.7342937,-0.6483665,-0.7768177,0.05672004,-1.014081,-1.4489266,1
3.0,3,-2.4829013,-1.2583861,-0.9096366,10.132704,-0.47804675,-0.73429525,-0.64836824,-0.7768154,0.05672069,-1.014079,-1.4489276,1
3.0,3,-2.4829004,-1.2583872,-0.909636,10.132704,-0.47804424,-0.7342962,-0.648369,-0.7768133,0.056720495,-1.0140787,-1.4489295,1
3.0,3,-2.482902,-1.2583872,-0.9096368,10.132704,-0.47804716,-0.73429525,-0.6483691,-0.7768171,0.05672227,-1.0140753,-1.448927,1
