true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,prob_class_19,prob_class_20,prob_class_21,prob_class_22,correct
1.0,1,1.045057,3.8260958,1.4105837,1.3164577,2.7561774,-1.8387759,-1.408614,-1.4386067,-1.9175742,-1.753057,-1.0577241,-1.5833077,-1.9220866,-1.539292,-1.7178828,-1.7203171,-1.0076903,-1.6596735,-2.2099893,-1.375261,-1.1446481,-2.189186,-1.5484842,1
1.0,1,1.0450534,3.826091,1.410584,1.3164606,2.7561736,-1.8387748,-1.4086143,-1.438606,-1.9175726,-1.7530565,-1.0577235,-1.5833063,-1.9220852,-1.5392916,-1.7178818,-1.7203165,-1.0076892,-1.6596725,-2.209988,-1.3752598,-1.1446486,-2.1891854,-1.5484829,1
2.0,3,0.040082783,-0.023085698,0.69640374,3.3598764,0.30340794,-1.2515031,-1.2732391,-1.3584492,-1.223068,-1.1005933,-0.5655563,-0.8129709,-1.1864747,-1.2537885,-1.1017463,-1.1470572,0.13927475,-0.5687151,-1.2892877,-0.40303332,-1.1018579,-1.3961279,-0.54290795,0
2.0,3,0.040082783,-0.023085698,0.69640374,3.3598764,0.30340794,-1.2515031,-1.2732391,-1.3584492,-1.223068,-1.1005933,-0.5655563,-0.8129709,-1.1864747,-1.2537885,-1.1017463,-1.1470572,0.13927475,-0.5687151,-1.2892877,-0.40303332,-1.1018579,-1.3961279,-0.54290795,0
2.0,3,0.040082783,-0.023085698,0.69640374,3.3598764,0.30340794,-1.2515031,-1.2732391,-1.3584492,-1.223068,-1.1005933,-0.5655563,-0.8129709,-1.1864747,-1.2537885,-1.1017463,-1.1470572,0.13927475,-0.5687151,-1.2892877,-0.40303332,-1.1018579,-1.3961279,-0.54290795,0
2.0,3,0.040082783,-0.023085698,0.69640374,3.3598764,0.30340794,-1.2515031,-1.2732391,-1.3584492,-1.223068,-1.1005933,-0.5655563,-0.8129709,-1.1864747,-1.2537885,-1.1017463,-1.1470572,0.13927475,-0.5687151,-1.2892877,-0.40303332,-1.1018579,-1.3961279,-0.54290795,0
2.0,3,0.040082783,-0.023085698,0.69640374,3.3598764,0.30340794,-1.2515031,-1.2732391,-1.3584492,-1.223068,-1.1005933,-0.5655563,-0.8129709,-1.1864747,-1.2537885,-1.1017463,-1.1470572,0.13927475,-0.5687151,-1.2892877,-0.40303332,-1.1018579,-1.3961279,-0.54290795,0
2.0,3,0.040082783,-0.023085698,0.69640374,3.3598764,0.30340794,-1.2515031,-1.2732391,-1.3584492,-1.223068,-1.1005933,-0.5655563,-0.8129709,-1.1864747,-1.2537885,-1.1017463,-1.1470572,0.13927475,-0.5687151,-1.2892877,-0.40303332,-1.1018579,-1.3961279,-0.54290795,0
0.0,0,4.103718,0.48352677,-0.6473168,0.2789857,0.20391995,-1.1245153,-0.35146475,-0.613327,-2.1845112,-0.5871039,-0.13231042,-1.0458955,-0.77709866,-0.9674486,-0.9299436,-0.82365274,0.02033858,-0.4080068,-0.90899634,-0.51449573,-0.6911357,-1.133637,-1.0760996,1
0.0,0,4.103718,0.48352677,-0.6473168,0.2789857,0.20391995,-1.1245153,-0.35146475,-0.613327,-2.1845112,-0.5871039,-0.13231042,-1.0458955,-0.77709866,-0.9674486,-0.9299436,-0.82365274,0.02033858,-0.4080068,-0.90899634,-0.51449573,-0.6911357,-1.133637,-1.0760996,1
0.0,0,4.103718,0.48352677,-0.6473168,0.2789857,0.20391995,-1.1245153,-0.35146475,-0.613327,-2.1845112,-0.5871039,-0.13231042,-1.0458955,-0.77709866,-0.9674486,-0.9299436,-0.82365274,0.02033858,-0.4080068,-0.90899634,-0.51449573,-0.6911357,-1.133637,-1.0760996,1
0.0,0,4.103718,0.48352677,-0.6473168,0.2789857,0.20391995,-1.1245153,-0.35146475,-0.613327,-2.1845112,-0.5871039,-0.13231042,-1.0458955,-0.77709866,-0.9674486,-0.9299436,-0.82365274,0.02033858,-0.4080068,-0.90899634,-0.51449573,-0.6911357,-1.133637,-1.0760996,1
0.0,0,4.103718,0.48352677,-0.6473168,0.2789857,0.20391995,-1.1245153,-0.35146475,-0.613327,-2.1845112,-0.5871039,-0.13231042,-1.0458955,-0.77709866,-0.9674486,-0.9299436,-0.82365274,0.02033858,-0.4080068,-0.90899634,-0.51449573,-0.6911357,-1.133637,-1.0760996,1
0.0,0,4.103718,0.48352677,-0.6473168,0.2789857,0.20391995,-1.1245153,-0.35146475,-0.613327,-2.1845112,-0.5871039,-0.13231042,-1.0458955,-0.77709866,-0.9674486,-0.9299436,-0.82365274,0.02033858,-0.4080068,-0.90899634,-0.51449573,-0.6911357,-1.133637,-1.0760996,1
3.0,3,0.25322935,0.11048524,0.42912686,3.403789,0.100470245,-1.206133,-1.3172449,-1.3312082,-1.2333694,-1.0387754,-0.48883203,-0.7267342,-1.1478564,-1.1967456,-1.0539026,-1.1182064,0.17640698,-0.53657764,-1.263518,-0.35691467,-1.0300683,-1.3634073,-0.46989688,1
3.0,3,0.25322935,0.11048524,0.42912686,3.403789,0.100470245,-1.206133,-1.3172449,-1.3312082,-1.2333694,-1.0387754,-0.48883203,-0.7267342,-1.1478564,-1.1967456,-1.0539026,-1.1182064,0.17640698,-0.53657764,-1.263518,-0.35691467,-1.0300683,-1.3634073,-0.46989688,1
3.0,3,0.25322935,0.11048524,0.42912686,3.403789,0.100470245,-1.206133,-1.3172449,-1.3312082,-1.2333694,-1.0387754,-0.48883203,-0.7267342,-1.1478564,-1.1967456,-1.0539026,-1.1182064,0.17640698,-0.53657764,-1.263518,-0.35691467,-1.0300683,-1.3634073,-0.46989688,1
3.0,3,0.25322935,0.11048524,0.42912686,3.403789,0.100470245,-1.206133,-1.3172449,-1.3312082,-1.2333694,-1.0387754,-0.48883203,-0.7267342,-1.1478564,-1.1967456,-1.0539026,-1.1182064,0.17640698,-0.53657764,-1.263518,-0.35691467,-1.0300683,-1.3634073,-0.46989688,1
3.0,3,0.25322935,0.11048524,0.42912686,3.403789,0.100470245,-1.206133,-1.3172449,-1.3312082,-1.2333694,-1.0387754,-0.48883203,-0.7267342,-1.1478564,-1.1967456,-1.0539026,-1.1182064,0.17640698,-0.53657764,-1.263518,-0.35691467,-1.0300683,-1.3634073,-0.46989688,1
3.0,3,0.25322935,0.11048524,0.42912686,3.403789,0.100470245,-1.206133,-1.3172449,-1.3312082,-1.2333694,-1.0387754,-0.48883203,-0.7267342,-1.1478564,-1.1967456,-1.0539026,-1.1182064,0.17640698,-0.53657764,-1.263518,-0.35691467,-1.0300683,-1.3634073,-0.46989688,1
4.0,4,0.1722982,2.8099504,2.600899,1.1654758,3.875144,-2.1456203,-1.0981443,-1.7701182,-1.9095328,-1.9777012,-1.4107352,-2.0947487,-2.1310642,-1.764091,-1.9591436,-1.7544962,-1.0303113,-1.6716951,-2.3989005,-1.5873954,-1.475639,-2.2897446,-1.9150892,1
4.0,4,0.17229831,2.8099508,2.6008985,1.1654756,3.875144,-2.1456203,-1.0981443,-1.7701184,-1.9095327,-1.977701,-1.4107351,-2.0947485,-2.1310644,-1.7640909,-1.9591435,-1.754496,-1.0303113,-1.671695,-2.3989007,-1.5873955,-1.4756386,-2.2897444,-1.9150889,1
4.0,4,0.17229831,2.8099504,2.600899,1.1654756,3.8751435,-2.1456206,-1.0981443,-1.7701181,-1.9095329,-1.9777013,-1.4107354,-2.0947485,-2.1310644,-1.7640913,-1.9591436,-1.7544962,-1.0303113,-1.6716951,-2.3989007,-1.5873954,-1.475639,-2.2897446,-1.9150892,1
4.0,4,0.17229888,2.8099494,2.6008995,1.1654751,3.8751435,-2.1456203,-1.0981443,-1.770118,-1.9095331,-1.9777019,-1.4107356,-2.0947483,-2.1310644,-1.7640915,-1.9591439,-1.7544963,-1.0303112,-1.6716954,-2.3989007,-1.5873955,-1.4756391,-2.289745,-1.9150897,1
4.0,4,0.17229798,2.8099508,2.6008997,1.1654774,3.875144,-2.145621,-1.0981445,-1.7701186,-1.9095336,-1.9777018,-1.4107354,-2.0947487,-2.1310654,-1.764092,-1.9591441,-1.7544973,-1.030312,-1.6716955,-2.3989012,-1.5873955,-1.4756399,-2.2897453,-1.9150897,1
4.0,4,0.17229825,2.8099504,2.600899,1.1654756,3.875144,-2.1456203,-1.0981445,-1.7701184,-1.9095328,-1.9777014,-1.4107352,-2.0947487,-2.1310642,-1.7640911,-1.9591438,-1.7544962,-1.0303113,-1.6716951,-2.3989007,-1.5873954,-1.4756389,-2.2897446,-1.9150894,1
3.0,3,0.22363898,0.18573119,0.462425,3.3875706,0.13677311,-1.2057985,-1.3418963,-1.3262547,-1.2351475,-1.0586145,-0.5031639,-0.7353892,-1.1453946,-1.1944612,-1.0591513,-1.1209786,0.1597934,-0.5627579,-1.286975,-0.37323707,-1.0420412,-1.3798741,-0.4939896,1
3.0,3,0.22363898,0.18573119,0.462425,3.3875706,0.13677311,-1.2057985,-1.3418963,-1.3262547,-1.2351475,-1.0586145,-0.5031639,-0.7353892,-1.1453946,-1.1944612,-1.0591513,-1.1209786,0.1597934,-0.5627579,-1.286975,-0.37323707,-1.0420412,-1.3798741,-0.4939896,1
3.0,3,0.22363898,0.18573119,0.462425,3.3875706,0.13677311,-1.2057985,-1.3418963,-1.3262547,-1.2351475,-1.0586145,-0.5031639,-0.7353892,-1.1453946,-1.1944612,-1.0591513,-1.1209786,0.1597934,-0.5627579,-1.286975,-0.37323707,-1.0420412,-1.3798741,-0.4939896,1
3.0,3,0.22363898,0.18573119,0.462425,3.3875706,0.13677311,-1.2057985,-1.3418963,-1.3262547,-1.2351475,-1.0586145,-0.5031639,-0.7353892,-1.1453946,-1.1944612,-1.0591513,-1.1209786,0.1597934,-0.5627579,-1.286975,-0.37323707,-1.0420412,-1.3798741,-0.4939896,1
3.0,3,0.22363898,0.18573119,0.462425,3.3875706,0.13677311,-1.2057985,-1.3418963,-1.3262547,-1.2351475,-1.0586145,-0.5031639,-0.7353892,-1.1453946,-1.1944612,-1.0591513,-1.1209786,0.1597934,-0.5627579,-1.286975,-0.37323707,-1.0420412,-1.3798741,-0.4939896,1
3.0,3,0.22363898,0.18573119,0.462425,3.3875706,0.13677311,-1.2057985,-1.3418963,-1.3262547,-1.2351475,-1.0586145,-0.5031639,-0.7353892,-1.1453946,-1.1944612,-1.0591513,-1.1209786,0.1597934,-0.5627579,-1.286975,-0.37323707,-1.0420412,-1.3798741,-0.4939896,1
1.0,1,1.2493285,3.9855485,1.2771809,1.2454276,2.7983222,-1.8402363,-1.4173323,-1.4547683,-1.9646276,-1.7268876,-1.0392102,-1.5979393,-1.9163699,-1.4953855,-1.7001542,-1.6884476,-0.98920894,-1.6547884,-2.2626219,-1.388132,-1.1151291,-2.193197,-1.584215,1
1.0,1,1.249326,3.9855497,1.2771838,1.2454264,2.798324,-1.8402363,-1.4173316,-1.4547678,-1.9646271,-1.7268888,-1.0392113,-1.5979395,-1.9163711,-1.495387,-1.7001547,-1.6884488,-0.9892102,-1.6547894,-2.2626216,-1.3881328,-1.115129,-2.1931977,-1.5842152,1
1.0,1,1.2493262,3.9855516,1.2771846,1.2454246,2.798326,-1.840237,-1.4173312,-1.4547678,-1.9646273,-1.7268889,-1.0392116,-1.5979402,-1.9163716,-1.4953871,-1.7001553,-1.688449,-0.9892109,-1.6547898,-2.2626219,-1.3881333,-1.115129,-2.1931982,-1.5842156,1
1.0,1,1.2493256,3.9855518,1.2771857,1.2454247,2.7983265,-1.8402373,-1.4173312,-1.454768,-1.9646274,-1.7268895,-1.0392119,-1.5979404,-1.9163721,-1.4953876,-1.7001557,-1.6884495,-0.98921126,-1.6547903,-2.2626219,-1.3881335,-1.1151291,-2.1931984,-1.5842159,1
1.0,1,1.2493292,3.9855483,1.2771797,1.2454281,2.7983208,-1.8402361,-1.4173323,-1.4547683,-1.9646276,-1.7268872,-1.0392097,-1.5979388,-1.9163694,-1.4953849,-1.7001537,-1.6884469,-0.9892083,-1.6547878,-2.2626216,-1.3881315,-1.115129,-2.1931965,-1.5842149,1
1.0,1,1.2493278,3.9855494,1.2771822,1.2454268,2.7983232,-1.8402365,-1.4173319,-1.4547682,-1.9646276,-1.7268883,-1.0392107,-1.5979393,-1.9163704,-1.4953861,-1.7001548,-1.6884481,-0.98920953,-1.6547889,-2.2626219,-1.3881323,-1.1151291,-2.1931973,-1.5842152,1
1.0,1,1.023838,3.8050828,1.4191015,1.3303862,2.7618165,-1.8344843,-1.4057745,-1.4389104,-1.9097595,-1.7515929,-1.0620953,-1.584979,-1.9224166,-1.5404341,-1.7119516,-1.7185929,-1.0004091,-1.6548052,-2.2104163,-1.3723745,-1.1474828,-2.1888602,-1.5490997,1
1.0,1,1.023838,3.8050828,1.4191015,1.3303862,2.7618165,-1.8344843,-1.4057745,-1.4389104,-1.9097595,-1.7515929,-1.0620953,-1.584979,-1.9224166,-1.5404341,-1.7119516,-1.7185929,-1.0004091,-1.6548052,-2.2104163,-1.3723745,-1.1474828,-2.1888602,-1.5490997,1
1.0,1,1.023838,3.8050828,1.4191015,1.3303862,2.7618165,-1.8344843,-1.4057745,-1.4389104,-1.9097595,-1.7515929,-1.0620953,-1.584979,-1.9224166,-1.5404341,-1.7119516,-1.7185929,-1.0004091,-1.6548052,-2.2104163,-1.3723745,-1.1474828,-2.1888602,-1.5490997,1
1.0,1,1.023838,3.8050828,1.4191015,1.3303862,2.7618165,-1.8344843,-1.4057745,-1.4389104,-1.9097595,-1.7515929,-1.0620953,-1.584979,-1.9224166,-1.5404341,-1.7119516,-1.7185929,-1.0004091,-1.6548052,-2.2104163,-1.3723745,-1.1474828,-2.1888602,-1.5490997,1
1.0,1,1.023838,3.8050828,1.4191015,1.3303862,2.7618165,-1.8344843,-1.4057745,-1.4389104,-1.9097595,-1.7515929,-1.0620953,-1.584979,-1.9224166,-1.5404341,-1.7119516,-1.7185929,-1.0004091,-1.6548052,-2.2104163,-1.3723745,-1.1474828,-2.1888602,-1.5490997,1
1.0,1,1.023838,3.8050828,1.4191015,1.3303862,2.7618165,-1.8344843,-1.4057745,-1.4389104,-1.9097595,-1.7515929,-1.0620953,-1.584979,-1.9224166,-1.5404341,-1.7119516,-1.7185929,-1.0004091,-1.6548052,-2.2104163,-1.3723745,-1.1474828,-2.1888602,-1.5490997,1
4.0,4,0.17782074,2.7974763,2.6064258,1.1567947,3.8680887,-2.1453457,-1.0977094,-1.7672623,-1.9124941,-1.9826092,-1.4136593,-2.0932508,-2.1298673,-1.7667376,-1.9611979,-1.7538186,-1.0275702,-1.6742481,-2.3983579,-1.5891522,-1.4754049,-2.2936966,-1.9181386,1
4.0,4,0.17782068,2.7974768,2.6064253,1.1567949,3.8680892,-2.1453457,-1.0977093,-1.7672625,-1.9124938,-1.9826089,-1.4136592,-2.0932508,-2.1298673,-1.7667373,-1.9611975,-1.7538185,-1.0275702,-1.674248,-2.3983579,-1.5891522,-1.4754046,-2.2936964,-1.9181384,1
4.0,4,0.17782101,2.797476,2.6064258,1.1567943,3.8680887,-2.1453457,-1.0977094,-1.7672622,-1.912494,-1.9826093,-1.4136593,-2.0932508,-2.1298673,-1.7667376,-1.9611976,-1.7538186,-1.0275701,-1.674248,-2.3983576,-1.5891523,-1.4754046,-2.2936966,-1.9181386,1
4.0,4,0.17782089,2.7974763,2.6064258,1.1567947,3.8680892,-2.1453457,-1.0977094,-1.7672622,-1.9124941,-1.9826092,-1.4136595,-2.0932508,-2.1298673,-1.7667376,-1.9611976,-1.7538186,-1.0275702,-1.6742481,-2.3983579,-1.5891522,-1.4754047,-2.2936966,-1.9181386,1
4.0,4,0.17782056,2.797477,2.6064253,1.1567951,3.8680892,-2.1453457,-1.0977093,-1.7672625,-1.912494,-1.9826089,-1.4136591,-2.0932508,-2.1298673,-1.7667373,-1.9611977,-1.7538186,-1.0275704,-1.674248,-2.3983579,-1.5891522,-1.4754047,-2.2936964,-1.9181384,1
4.0,4,0.1778208,2.7974765,2.6064258,1.1567949,3.8680892,-2.1453457,-1.0977094,-1.7672623,-1.9124942,-1.982609,-1.4136593,-2.0932508,-2.1298676,-1.7667377,-1.9611979,-1.7538188,-1.0275704,-1.6742481,-2.3983579,-1.5891522,-1.4754049,-2.2936966,-1.9181386,1
4.0,4,0.17870817,2.7882848,2.6106384,1.1516392,3.8631148,-2.144882,-1.0976675,-1.7657093,-1.9132235,-1.9855087,-1.41529,-2.0920653,-2.1284404,-1.7679015,-1.9624327,-1.7527058,-1.0255862,-1.6755886,-2.3972526,-1.590148,-1.4748839,-2.2955434,-1.9191202,1
4.0,4,0.17870691,2.7882845,2.6106384,1.1516396,3.8631144,-2.1448817,-1.0976673,-1.7657093,-1.9132231,-1.9855084,-1.4152896,-2.092065,-2.1284401,-1.7679013,-1.9624327,-1.7527057,-1.0255862,-1.6755883,-2.3972518,-1.5901477,-1.4748838,-2.295543,-1.9191194,1
4.0,4,0.17870325,2.7882972,2.6106353,1.1516503,3.863122,-2.1448836,-1.0976682,-1.7657124,-1.913223,-1.9855057,-1.4152881,-2.092067,-2.1284435,-1.7679013,-1.9624324,-1.752709,-1.0255901,-1.6755874,-2.3972547,-1.5901463,-1.4748865,-2.2955413,-1.9191189,1
4.0,4,0.17870179,2.788301,2.6106334,1.1516527,3.8631244,-2.1448836,-1.0976684,-1.7657133,-1.913222,-1.9855042,-1.4152874,-2.092068,-2.128444,-1.7679003,-1.9624317,-1.7527093,-1.0255909,-1.6755866,-2.3972552,-1.5901458,-1.4748865,-2.29554,-1.919118,1
4.0,4,0.17870182,2.7883017,2.610633,1.1516529,3.8631248,-2.1448836,-1.0976684,-1.7657135,-1.913222,-1.985504,-1.4152873,-2.0920677,-2.128444,-1.7679001,-1.9624316,-1.752709,-1.0255909,-1.6755865,-2.397255,-1.590146,-1.4748865,-2.29554,-1.9191179,1
4.0,4,0.17870829,2.7882843,2.6106384,1.1516383,3.8631144,-2.1448817,-1.0976675,-1.765709,-1.9132234,-1.9855086,-1.4152899,-2.0920653,-2.12844,-1.7679012,-1.9624325,-1.7527053,-1.0255859,-1.6755884,-2.397252,-1.590148,-1.4748834,-2.2955432,-1.9191197,1
4.0,4,0.16916624,2.7953763,2.6153371,1.1714407,3.8657255,-2.1500456,-1.1002551,-1.7680746,-1.9168122,-1.9878052,-1.4155551,-2.0925345,-2.134779,-1.7737468,-1.9658949,-1.7624258,-1.0331261,-1.6776195,-2.4012485,-1.5877888,-1.4842553,-2.2973998,-1.9205861,1
4.0,4,0.16916633,2.7953737,2.615338,1.1714396,3.865724,-2.1500456,-1.1002551,-1.7680742,-1.9168122,-1.987806,-1.4155555,-2.0925343,-2.1347787,-1.7737473,-1.9658954,-1.7624255,-1.0331256,-1.6776197,-2.401248,-1.5877892,-1.4842552,-2.2974002,-1.9205863,1
4.0,4,0.16916618,2.7953734,2.615338,1.1714398,3.865724,-2.1500456,-1.1002554,-1.7680744,-1.9168122,-1.987806,-1.4155555,-2.0925343,-2.1347785,-1.7737472,-1.9658954,-1.7624255,-1.0331256,-1.6776196,-2.4012477,-1.587789,-1.4842552,-2.2974,-1.9205862,1
4.0,4,0.16916627,2.7953734,2.615338,1.1714398,3.865724,-2.1500456,-1.1002554,-1.7680744,-1.9168121,-1.987806,-1.4155554,-2.0925343,-2.1347787,-1.7737472,-1.9658954,-1.7624255,-1.0331255,-1.6776196,-2.401248,-1.5877892,-1.4842551,-2.2974,-1.9205862,1
4.0,4,0.16916609,2.7953749,2.6153376,1.1714406,3.865725,-2.1500456,-1.1002554,-1.7680744,-1.9168121,-1.9878057,-1.4155551,-2.0925345,-2.1347787,-1.7737471,-1.9658952,-1.7624258,-1.0331259,-1.6776195,-2.4012482,-1.5877888,-1.4842553,-2.2974,-1.9205862,1
4.0,4,0.16916624,2.7953763,2.6153371,1.1714407,3.8657255,-2.1500456,-1.1002551,-1.7680746,-1.9168122,-1.9878052,-1.4155551,-2.0925345,-2.134779,-1.7737468,-1.9658949,-1.7624258,-1.0331261,-1.6776195,-2.4012485,-1.5877888,-1.4842553,-2.2973998,-1.9205861,1
4.0,4,0.17658168,2.7861116,2.6149452,1.1567906,3.8610482,-2.1469753,-1.0986979,-1.7655227,-1.9158841,-1.9884894,-1.4165092,-2.0915523,-2.1305761,-1.7714684,-1.9648061,-1.7566209,-1.0277684,-1.6774845,-2.3985786,-1.589795,-1.4788321,-2.297837,-1.9208026,1
4.0,4,0.17658278,2.7861092,2.614946,1.1567883,3.8610463,-2.1469753,-1.0986978,-1.765522,-1.9158844,-1.9884902,-1.4165097,-2.091552,-2.1305757,-1.7714685,-1.9648063,-1.7566204,-1.0277675,-1.6774852,-2.3985782,-1.5897952,-1.4788319,-2.2978375,-1.9208031,1
4.0,4,0.17658293,2.7861073,2.6149466,1.1567873,3.8610454,-2.1469753,-1.0986975,-1.7655219,-1.9158844,-1.9884905,-1.4165101,-2.0915518,-2.1305754,-1.7714686,-1.9648066,-1.7566199,-1.0277672,-1.6774852,-2.3985782,-1.5897954,-1.4788315,-2.2978375,-1.920803,1
4.0,4,0.17658311,2.786107,2.6149466,1.1567872,3.8610454,-2.1469748,-1.0986977,-1.7655219,-1.9158845,-1.9884906,-1.4165101,-2.0915518,-2.1305754,-1.7714686,-1.9648066,-1.7566199,-1.0277671,-1.6774852,-2.3985782,-1.5897956,-1.4788314,-2.2978375,-1.9208031,1
4.0,4,0.17658502,2.7861052,2.6149452,1.1567822,3.8610444,-2.1469734,-1.098697,-1.7655209,-1.9158831,-1.9884895,-1.4165097,-2.0915513,-2.1305735,-1.7714669,-1.9648054,-1.7566172,-1.0277652,-1.6774844,-2.3985767,-1.5897957,-1.4788289,-2.2978365,-1.9208021,1
4.0,4,0.17658156,2.7861118,2.6149452,1.1567907,3.8610477,-2.1469755,-1.0986979,-1.7655227,-1.9158841,-1.9884895,-1.4165092,-2.0915523,-2.1305761,-1.7714684,-1.9648063,-1.756621,-1.0277684,-1.6774846,-2.3985786,-1.589795,-1.4788324,-2.2978368,-1.9208026,1
4.0,4,0.1705716,2.8138669,2.5994575,1.1689746,3.8768501,-2.1459198,-1.0984488,-1.7708783,-1.9090257,-1.9765141,-1.4099185,-2.0950325,-2.1317415,-1.7637516,-1.9587392,-1.7552994,-1.0314912,-1.6711622,-2.3992522,-1.5867207,-1.4762216,-2.288843,-1.9143468,1
4.0,4,0.17057419,2.813858,2.5994618,1.1689698,3.8768458,-2.1459198,-1.0984488,-1.7708768,-1.9090273,-1.9765174,-1.4099206,-2.095032,-2.1317413,-1.7637534,-1.9587405,-1.7552993,-1.0314895,-1.6711638,-2.399252,-1.5867218,-1.4762214,-2.2888455,-1.914349,1
4.0,4,0.1705741,2.813855,2.5994644,1.1689698,3.876844,-2.1459205,-1.0984491,-1.7708764,-1.9090285,-1.9765192,-1.4099218,-2.0950313,-2.1317413,-1.763755,-1.9587417,-1.7553,-1.0314894,-1.6711648,-2.399252,-1.5867223,-1.4762225,-2.288847,-1.9143498,1
4.0,4,0.17057315,2.81386,2.5994606,1.1689708,3.8768458,-2.1459198,-1.0984488,-1.7708771,-1.9090267,-1.9765165,-1.40992,-2.0950317,-2.1317413,-1.7637528,-1.9587402,-1.7552992,-1.0314898,-1.6711633,-2.3992515,-1.5867215,-1.4762213,-2.2888448,-1.9143481,1
4.0,4,0.1705744,2.8138556,2.5994642,1.1689701,3.8768444,-2.145921,-1.0984491,-1.7708763,-1.9090289,-1.9765193,-1.4099218,-2.0950315,-2.1317415,-1.7637552,-1.9587418,-1.7553004,-1.0314896,-1.6711649,-2.3992522,-1.5867223,-1.4762229,-2.2888472,-1.91435,1
4.0,4,0.17057395,2.813859,2.5994623,1.1689715,3.8768458,-2.1459208,-1.098449,-1.770877,-1.9090282,-1.9765182,-1.409921,-2.095032,-2.131742,-1.7637542,-1.9587413,-1.7553004,-1.0314902,-1.6711644,-2.3992527,-1.5867219,-1.4762226,-2.2888463,-1.9143493,1
